Column1,Column2,Column3,Column4,Column5,Column6
wcs504415,Apocynaceae,Decalepis hamiltonii,Wight & Arn.,makalikkilanku,common
wcs504415,Apocynaceae,Decalepis hamiltonii,Wight & Arn.,maredu kommulu,common
wcs504415,Apocynaceae,Decalepis hamiltonii,Wight & Arn.,mavali-k-kilanku,common
wcs504415,Apocynaceae,Decalepis hamiltonii,Wight & Arn.,mavillinga kizhanku,common
wcs504415,Apocynaceae,Decalepis hamiltonii,Wight & Arn.,nannari,common
wcs504415,Apocynaceae,Decalepis hamiltonii,Wight & Arn.,naruninti,common
wcs504415,Apocynaceae,Decalepis hamiltonii,Wight & Arn.,perum-nannari,common
wcs504415,Apocynaceae,Decalepis hamiltonii,Wight & Arn.,perunannari,common
wcs504415,Apocynaceae,Decalepis hamiltonii,Wight & Arn.,sariba,common
wcs504415,Apocynaceae,Decalepis hamiltonii,Wight & Arn.,svetasariva,common
wcs504415,Apocynaceae,Decalepis hamiltonii,Wight & Arn.,swallow,common
wcs504417,Apocynaceae,Decalepis salicifolia,(Bedd. ex Hook.f.) Bruyns,mahalikighangu,common
wcs504433,Apocynaceae,Desmidorchis arabica,(N.E.Br.) Meve & Liede,aamoum,common
wcs504433,Apocynaceae,Desmidorchis arabica,(N.E.Br.) Meve & Liede,dhagbous,common
wcs504433,Apocynaceae,Desmidorchis arabica,(N.E.Br.) Meve & Liede,dhaij,common
wcs504433,Apocynaceae,Desmidorchis arabica,(N.E.Br.) Meve & Liede,dhaja`a,common
wcs504433,Apocynaceae,Desmidorchis arabica,(N.E.Br.) Meve & Liede,gems of the hills,common
wcs504433,Apocynaceae,Desmidorchis arabica,(N.E.Br.) Meve & Liede,ghalti,common
wcs504433,Apocynaceae,Desmidorchis arabica,(N.E.Br.) Meve & Liede,hanaseir,common
wcs504433,Apocynaceae,Desmidorchis arabica,(N.E.Br.) Meve & Liede,khanaseer,common
wcs504433,Apocynaceae,Desmidorchis arabica,(N.E.Br.) Meve & Liede,khansoor,common
wcs504434,Apocynaceae,Desmidorchis aucheriana,(Decne.) Kuntze,dij,common
wcs504449,Apocynaceae,Desmidorchis penicillata,(Deflers) Plowes,ġulâf aljudarî,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,apa-tco,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,g||àqrà,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,g||àrà,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,ghunoma,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,horingpeulboom,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,horn pod tree,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,horn-pod tree,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,inkamamasane,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,itelembe,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,itsowa,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,jasmineiro de africa,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,jasmineiro de cazengo,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,kamamsana,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mfilani,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,miulya,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,modea,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,moleye,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mongoma,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,motjia,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,msonga,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,msongatti,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mtoga,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mtogo,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,m-tomoni,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mubuli,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mukanasanu,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mukombanjaia,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mula,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,muli,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mulia,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mulya,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mungoma,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,muniala-shibukhu,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,munoma,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,muntalembe,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,murere,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,muria,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,musika-nyimo,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mutewa,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mutoa,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mutoto,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mutowa,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,mwenge,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,ntsowa,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,oluthi,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,#qeu,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,rhodesian wild rubber,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,rocossi,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,salla,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,tjarra,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,tocarri,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,tsowa,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,umgamamsana,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,wild rubber,common
wcs62519,Apocynaceae,Diplorhynchus condylocarpon,(Müll.Arg.) Pichon,wild rubber tree,common
wcs504572,Apocynaceae,Dischidia chinensis,Champ. ex Benth.,guā nīn ,common
wcs504572,Apocynaceae,Dischidia chinensis,Champ. ex Benth.,yan shu lian,common
wcs505002,Apocynaceae,Dregea sinensis,Hemsl.,ku sheng,common
wcs65383,Apocynaceae,Dyera costulata,(Miq.) Hook.f.,jelutong,common
wcs65386,Apocynaceae,Dyera polyphylla,(Miq.) Steenis,jelutong,common
wcs66214,Apocynaceae,Echites umbellatus,Jacq.,bean witts,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,dicava,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,ecava,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,ehoe,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,ehwe,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,enongo,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,!gawob,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,g!xoa,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,g!xwa,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,#'haba,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,#hagas,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,#hapab/s,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,#hawab/s,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,kambro,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,kghoa,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,khoa,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,licava,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,|na-#hawab,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,nodoma,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,otjimbinga,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,(o)tjimbuya,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,(o)tjinguya,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,tjinguyu,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,tsa'aru,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,tsxai,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,wasserwurzel,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,water-root,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,water root kambro,common
wcs505520,Apocynaceae,Fockea angustifolia,K.Schum.,xuni,common
wcs84709,Apocynaceae,Forsteronia glabrescens,Müll.Arg.,enredadera leche,common
wcs84709,Apocynaceae,Forsteronia glabrescens,Müll.Arg.,isipó,common
wcs84709,Apocynaceae,Forsteronia glabrescens,Müll.Arg.,isipó cambüí,common
wcs84709,Apocynaceae,Forsteronia glabrescens,Müll.Arg.,isipó de san vicente,common
wcs84711,Apocynaceae,Forsteronia graciloides,Woodson,sapo waska,common
wcs505261,Apocynaceae,Funastrum gracile,(Decne.) Schltr.,tramontana,common
wcs84894,Apocynaceae,Funtumia africana,(Benth.) Stapf,false rubbertree,common
wcs84894,Apocynaceae,Funtumia africana,(Benth.) Stapf,lagos-rubber,common
wcs84896,Apocynaceae,Funtumia elastica,(Preuss) Stapf,arbre à caoutchouc,common
wcs84896,Apocynaceae,Funtumia elastica,(Preuss) Stapf,bush-rubber,common
wcs84896,Apocynaceae,Funtumia elastica,(Preuss) Stapf,caucho africano,common
wcs84896,Apocynaceae,Funtumia elastica,(Preuss) Stapf,ive-rubber,common
wcs84896,Apocynaceae,Funtumia elastica,(Preuss) Stapf,lagos-rubber,common
wcs84896,Apocynaceae,Funtumia elastica,(Preuss) Stapf,lagos silk rubbertree,common
wcs84896,Apocynaceae,Funtumia elastica,(Preuss) Stapf,west african rubbertree,common
wcs88950,Apocynaceae,Geissospermum argenteum,Woodson,marashoit,common
wcs88950,Apocynaceae,Geissospermum argenteum,Woodson,maria congo,common
wcs88950,Apocynaceae,Geissospermum argenteum,Woodson,marisoba,common
wcs88950,Apocynaceae,Geissospermum argenteum,Woodson,quinarana,common
wcs88953,Apocynaceae,Geissospermum laeve,(Vell.) Miers,camará de bilro,common
wcs88953,Apocynaceae,Geissospermum laeve,(Vell.) Miers,camará do mato,common
wcs88953,Apocynaceae,Geissospermum laeve,(Vell.) Miers,canudo amargoso,common
wcs88953,Apocynaceae,Geissospermum laeve,(Vell.) Miers,canudo-amargoso,common
wcs88953,Apocynaceae,Geissospermum laeve,(Vell.) Miers,jihuimoca,common
wcs88953,Apocynaceae,Geissospermum laeve,(Vell.) Miers,maria congo,common
wcs88953,Apocynaceae,Geissospermum laeve,(Vell.) Miers,pau de pente,common
wcs88953,Apocynaceae,Geissospermum laeve,(Vell.) Miers,pau forquilha,common
wcs88953,Apocynaceae,Geissospermum laeve,(Vell.) Miers,pau pereira,common
wcs88953,Apocynaceae,Geissospermum laeve,(Vell.) Miers,pau-pereira,common
wcs88953,Apocynaceae,Geissospermum laeve,(Vell.) Miers,pinguaciba,common
wcs88953,Apocynaceae,Geissospermum laeve,(Vell.) Miers,pinguasuyvá,common
wcs88953,Apocynaceae,Geissospermum laeve,(Vell.) Miers,quina-amargosa,common
wcs88953,Apocynaceae,Geissospermum laeve,(Vell.) Miers,quina-de-pobre,common
wcs88957,Apocynaceae,Geissospermum reticulatum,A.H.Gentry,jihui moca,common
wcs88957,Apocynaceae,Geissospermum reticulatum,A.H.Gentry,quina-quina,common
wcs88958,Apocynaceae,Geissospermum sericeum,Miers,acariranha,common
wcs88958,Apocynaceae,Geissospermum sericeum,Miers,hõhai,common
wcs88958,Apocynaceae,Geissospermum sericeum,Miers,marisoba,common
wcs88958,Apocynaceae,Geissospermum sericeum,Miers,pau forquilha,common
wcs88958,Apocynaceae,Geissospermum sericeum,Miers,pau pereira,common
wcs88958,Apocynaceae,Geissospermum sericeum,Miers,quina,common
wcs88958,Apocynaceae,Geissospermum sericeum,Miers,quina quina,common
wcs88958,Apocynaceae,Geissospermum sericeum,Miers,quina-quina,common
wcs88958,Apocynaceae,Geissospermum sericeum,Miers,quinarana,common
wcs88958,Apocynaceae,Geissospermum sericeum,Miers,wataki,common
wcs88960,Apocynaceae,Geissospermum urceolatum,A.H.Gentry,quina-quina,common
wcs505569,Apocynaceae,Glossonema varians,(Stocks) Benth. ex Hook.f.,dodha,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,blaasoppies,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,cotine,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,firesticks,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,gansies,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,|giitama||oob,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,||horapob,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,jûîâf,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,kapokbos,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,kapokbossie,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,khakhayi,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,lebeyana,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,melkbos,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,milkweed,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,modimolo,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,moethimolo,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,mositanokana,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,motswamaswi,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,musasasa,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,narrow-leaved cotton bush,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,oruseppa,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,shrubby milkweed,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,siriri,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,suduluguru,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,suklab,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,tondel,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,tontel,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,tontelbos,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,tonteldoosbos,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,usinga-lwesalukazi,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,vegetable down,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,wild cotton,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,wilde baumwolle,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,wilde kapok,common
wcs505642,Apocynaceae,Gomphocarpus fruticosus,(L.) W.T.Aiton,سقلاب ,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,ballongbuske,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,balloon-cotton,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,baumwoll-seidenpflanze,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,bristle-fruit silkweed,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,cape-cotton,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,cottonbush,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,duckbush,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,faux cotonnier,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,gooseplant,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,mobydick,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,narrow-leaf cottonbush,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,ouatier marron,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,petite ouate,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,swanplant,common
wcs505647,Apocynaceae,Gomphocarpus fruticosus subsp. fruticosus,,wild cotton,common
wcs505708,Apocynaceae,Gomphocarpus physocarpus,E.Mey.,balloon cottonbush,common
wcs505708,Apocynaceae,Gomphocarpus physocarpus,E.Mey.,bladderbush,common
wcs505708,Apocynaceae,Gomphocarpus physocarpus,E.Mey.,cottonbush,common
wcs505708,Apocynaceae,Gomphocarpus physocarpus,E.Mey.,monarkballongbuske,common
wcs505708,Apocynaceae,Gomphocarpus physocarpus,E.Mey.,narrow-leaf cottonbush,common
wcs505708,Apocynaceae,Gomphocarpus physocarpus,E.Mey.,paina-de-seda,common
wcs505708,Apocynaceae,Gomphocarpus physocarpus,E.Mey.,schwanen-seidenpflanze,common
wcs505708,Apocynaceae,Gomphocarpus physocarpus,E.Mey.,swanplant,common
wcs505708,Apocynaceae,Gomphocarpus physocarpus,E.Mey.,wild cotton,common
wcs505738,Apocynaceae,Gomphocarpus sinaicus,Boiss.,subî'a,common
wcs505754,Apocynaceae,Gomphocarpus tomentosus subsp. tomentosus,,bergkapok,common
wcs505754,Apocynaceae,Gomphocarpus tomentosus subsp. tomentosus,,etampia,common
wcs505754,Apocynaceae,Gomphocarpus tomentosus subsp. tomentosus,,etamupya,common
wcs505754,Apocynaceae,Gomphocarpus tomentosus subsp. tomentosus,,kotoni,common
wcs505754,Apocynaceae,Gomphocarpus tomentosus subsp. tomentosus,,melkbos,common
wcs505754,Apocynaceae,Gomphocarpus tomentosus subsp. tomentosus,,milkweed,common
wcs505754,Apocynaceae,Gomphocarpus tomentosus subsp. tomentosus,,omatamupya,common
wcs505754,Apocynaceae,Gomphocarpus tomentosus subsp. tomentosus,,omupia,common
wcs505754,Apocynaceae,Gomphocarpus tomentosus subsp. tomentosus,,omupya,common
wcs505754,Apocynaceae,Gomphocarpus tomentosus subsp. tomentosus,,wild cotton,common
wcs505754,Apocynaceae,Gomphocarpus tomentosus subsp. tomentosus,,wildekapok,common
wcs505754,Apocynaceae,Gomphocarpus tomentosus subsp. tomentosus,,wildgaring,common
wcs506269,Apocynaceae,Gymnema decaisneanum,Wight,kaatuvengaipatchilai,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,aadigam,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,adigam,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ajaballi,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ajaghandini,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ajaglandini,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ajashrajgi,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ajashrangi,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ajashringi,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ajashringika,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ajasringi,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ajasrngi,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ajaśṛṅgī,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ajāśṛṅgī,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,akshibheshaja,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,aliyakam,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,amudupudbam,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,amudupushpam,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,amutaccevitam,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,amutacevitam,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,amutapuram,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,amutapuspacceti,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,amutaputpam,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,amutupuram,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,anyada,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ariyakam,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,atavankani,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,atikam,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,attikkolikacceti,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,attikolikam,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,australian cowplant,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,avartini,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ayagam,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,bahalchakshu,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,barkista,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,bedaki,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,bedakuli,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,bisharni,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,bodaapathri,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,bodaparta,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,cakaca,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,cakacacceti,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,cakkan,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,cakkaraikkolli,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,cakkarakkolli,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,calakacceti,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,calakam,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,carkkarai kolli,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,chakrashreni,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,chakshu,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,chakshurbahala,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,chakshushya,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,chhotadudhilata,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,chhota-dudhilata,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,chi geng teng,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,chiru-kurinchan,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,cirukurinca,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,cirukurincacceti,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,cirukurincan,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ciru kurincan,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ciru kurincan ver,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,ciṟukuṟiñcāṉ vēr (root),common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,citcuciyam,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,cittiram,common
wcs506350,Apocynaceae,Gymnema sylvestre,(Retz.) R.Br. ex Sm.,cittiratam,common
