"X","Symbol","Synonym.Symbol","Scientific.Name.with.Author","Common.Name","Family","Accepted_ID","Accepted_Name","Accepted_Rank","Accepted_Species","Accepted_Species_ID"
37789,"GATRC",NA,"Galium trifidum L. ssp. columbianum (Rydb.) Hultén","threepetal bedstraw","Rubiaceae","107228-2","Galium trifidum subsp. columbianum","Subspecies","Galium trifidum","750768-1"
37794,"GATRH2",NA,"Galium trifidum L. ssp. halophilum (Fernald & Wiegand) Puff","threepetal bedstraw","Rubiaceae","106731-2","Galium trifidum subsp. halophilum","Subspecies","Galium trifidum","750768-1"
37796,"GATRS2",NA,"Galium trifidum L. ssp. subbiflorum (Wiegand) Piper","threepetal bedstraw","Rubiaceae",NA,NA,NA,NA,NA
37803,"GATRT5",NA,"Galium trifidum L. ssp. trifidum","threepetal bedstraw","Rubiaceae","77168478-1","Galium trifidum subsp. trifidum","Subspecies","Galium trifidum","750768-1"
37806,"GAUL",NA,"Galium uliginosum L.","fen bedstraw","Rubiaceae","750789-1","Galium uliginosum","Species","Galium uliginosum","750789-1"
37808,"GAUN",NA,"Galium uncinulatum DC.","bristly bedstraw","Rubiaceae","750796-1","Galium uncinulatum","Species","Galium uncinulatum","750796-1"
37810,"GAUN2",NA,"Galium uniflorum Michx.","oneflower bedstraw","Rubiaceae","750800-1","Galium uniflorum","Species","Galium uniflorum","750800-1"
37822,"GAVE",NA,"Galium verum L.","Yellow Spring bedstraw","Rubiaceae","750829-1","Galium verum","Species","Galium verum","750829-1"
37824,"GAVE5",NA,"Galium verrucosum Huds.","warty bedstraw","Rubiaceae","77177145-1","Galium verrucosum","Species","Galium verrucosum","77177145-1"
37825,"GAVEV",NA,"Galium verum L. var. verum","Yellow Spring bedstraw","Rubiaceae","77168479-1","Galium verum subsp. verum","Subspecies","Galium verum","750829-1"
37826,"GAVEW2",NA,"Galium verum L. var. wirtgenii (F.W. Schultz) Oborny","Wirtgen's bedstraw","Rubiaceae","77189685-1","Galium verum subsp. wirtgenii","Subspecies","Galium verum","750829-1"
37829,"GAVI",NA,"Galium virgatum Nutt.","southwestern bedstraw","Rubiaceae","750836-1","Galium virgatum","Species","Galium virgatum","750836-1"
37840,"GAVO2",NA,"Gardenia volkensii K. Schum.","common gardenia","Rubiaceae","751323-1","Gardenia volkensii","Species","Gardenia volkensii","751323-1"
37841,"GAWA",NA,"Galium watsonii (A. Gray) A. Heller","Watson's bedstraw","Rubiaceae","107256-2","Galium watsonii","Species","Galium watsonii","107256-2"
37846,"GAWR2",NA,"Galium wrightii A. Gray","Wright's bedstraw","Rubiaceae","750860-1","Galium wrightii","Species","Galium wrightii","750860-1"
37885,"GEAM",NA,"Genipa americana L.","jagua","Rubiaceae","751331-1","Genipa americana","Species","Genipa americana","751331-1"
38142,"GENIP",NA,"Genipa L.","genipa","Rubiaceae","34640-1","Genipa","Genus",NA,NA
38153,"GEOPH",NA,"Geophila D. Don","geophila","Rubiaceae","331623-2","Geophila","Genus",NA,NA
38215,"GERE3",NA,"Geophila repens (L.) I.M. Johnst.","corrida yerba de guava","Rubiaceae","109024-2","Geophila repens","Species","Geophila repens","109024-2"
38894,"GOHI4",NA,"Gonzalagunia hirsuta (Jacq.) K. Schum.","mata de Mariposa","Rubiaceae","112505-2","Gonzalagunia hirsuta","Species","Gonzalagunia hirsuta","112505-2"
38937,"GONZA",NA,"Gonzalagunia Ruiz & Pav.","gonzalagunia","Rubiaceae","34659-1","Gonzalagunia","Genus",NA,NA
39403,"GUEL",NA,"Guettarda elliptica Sw.","hammock velvetseed","Rubiaceae","114528-2","Guettarda elliptica","Species","Guettarda elliptica","114528-2"
39406,"GUETT",NA,"Guettarda L.","guettarda","Rubiaceae","34671-1","Guettarda","Genus",NA,NA
39427,"GUKR",NA,"Guettarda krugii Urb.","frogwood","Rubiaceae","114552-2","Guettarda krugii","Species","Guettarda krugii","114552-2"
39459,"GUOD",NA,"Guettarda odorata (Jacq.) Lam.","cucubano de vieques","Rubiaceae","752006-1","Guettarda odorata","Species","Guettarda odorata","752006-1"
39463,"GUOV",NA,"Guettarda ovalifolia Urb.","cucubano","Rubiaceae","114580-2","Guettarda ovalifolia","Species","Guettarda ovalifolia","114580-2"
39473,"GUPU",NA,"Guettarda pungens Urb.","roseta","Rubiaceae","114604-2","Guettarda pungens","Species","Guettarda pungens","114604-2"
39489,"GUSC",NA,"Guettarda scabra (L.) Vent.","wild guave","Rubiaceae","30058289-2","Guettarda scabra","Species","Guettarda scabra","30058289-2"
39512,"GUVA",NA,"Guettarda valenzuelana A. Rich.","cucubano de monte","Rubiaceae","752100-1","Guettarda valenzuelana","Species","Guettarda valenzuelana","752100-1"
39560,"GYEP2",NA,"Gynochthodes epiphytica (Rech.) A.C. Sm. & S.P. Darwin","epiphytic gynochthodes","Rubiaceae","945369-1","Gynochthodes epiphytica","Species","Gynochthodes epiphytica","945369-1"
39696,"HAAX",NA,"Hamelia axillaris Sw.","balsamillo","Rubiaceae","117176-2","Hamelia axillaris","Species","Hamelia axillaris","117176-2"
39731,"HACR3",NA,"Haplophyton crooksii (L.D. Benson) L.D. Benson","cockroachplant","Apocynaceae","117868-2","Haplophyton crooksii","Species","Haplophyton crooksii","117868-2"
39869,"HAMEL",NA,"Hamelia Jacq.","hamelia","Rubiaceae","34686-1","Hamelia","Genus",NA,NA
39880,"HANCO",NA,"Hancornia B.A. Gomes","hancornia","Apocynaceae","328990-2","Hancornia","Genus",NA,NA
39906,"HAPA3",NA,"Hamelia patens Jacq.","scarletbush","Rubiaceae","752194-1","Hamelia patens","Species","Hamelia patens","752194-1"
39928,"HAPLO3",NA,"Haplophyton A. DC.","haplophyton","Apocynaceae","2356-1","Haplophyton","Genus",NA,NA
39977,"HASP6",NA,"Hancornia speciosa B.A. Gomes","mangabeira","Apocynaceae","328991-2","Hancornia speciosa","Species","Hancornia speciosa","328991-2"
40069,"HEAC3",NA,"Hedyotis acuminata (Cham. & Schltdl.) Steud.","au","Rubiaceae","754613-1","Kadua acuminata","Species","Kadua acuminata","754613-1"
40092,"HEAI",NA,"Hedyotis aimiriikensis Kaneh.","Aimeliik starviolet","Rubiaceae","752243-1","Hedyotis aimiriikensis","Species","Hedyotis aimiriikensis","752243-1"
40353,"HECE",NA,"Hedyotis centranthoides (Hook. & Arn.) Steud.","forest starviolet","Rubiaceae","754617-1","Kadua centranthoides","Species","Kadua centranthoides","754617-1"
40377,"HECO13",NA,"Hedyotis cookiana (Cham. & Schltdl.) Steud.","'awiwi","Rubiaceae","754618-1","Kadua cookiana","Species","Kadua cookiana","754618-1"
40378,"HECO14",NA,"Hedyotis coriacea Sm.","kio'ele","Rubiaceae","60454817-2","Kadua coriacea","Species","Kadua coriacea","60454817-2"
40383,"HECO2",NA,"Hedyotis cornifolia Kaneh.","dogwood-leaved starviolet","Rubiaceae","752394-1","Hedyotis cornifolia","Species","Hedyotis cornifolia","752394-1"
40466,"HECY4",NA,"Hedyotis cyanantha Kurz","blue-flowerd starviolet","Rubiaceae","752414-1","Hedyotis cyanantha","Species","Hedyotis cyanantha","752414-1"
40487,"HEDE3",NA,"Hedyotis degeneri Fosberg","Waianae Range starviolet","Rubiaceae","60454825-2","Kadua degeneri","Species","Kadua degeneri","60454825-2"
40491,"HEDEC",NA,"Hedyotis degeneri Fosberg var. coprosmifolia Fosberg","Waianae Range starviolet","Rubiaceae","60454827-2","Kadua degeneri subsp. coprosmifolia","Subspecies","Kadua degeneri","60454825-2"
40496,"HEDED2",NA,"Hedyotis degeneri Fosberg var. degeneri","Waianae Range starviolet","Rubiaceae",NA,NA,NA,NA,NA
40508,"HEDI10",NA,"Hedyotis divaricata (Valeton) Hosok.","branched starviolet","Rubiaceae","752445-1","Hedyotis divaricata","Species","Hedyotis divaricata","752445-1"
40518,"HEDID",NA,"Hedyotis divaricata (Valeton) Hosok. var. divaricata","branched starviolet","Rubiaceae","77172112-1","Hedyotis divaricata var. divaricata","Variety","Hedyotis divaricata","752445-1"
40545,"HEDYO2",NA,"Hedyotis L.","starviolet","Rubiaceae","30001807-2","Hedyotis","Genus",NA,NA
40554,"HEEL4",NA,"Hedyotis elatior (H. Mann) Fosberg","'uiwi","Rubiaceae","754620-1","Kadua elatior","Species","Kadua elatior","754620-1"
40584,"HEFL16",NA,"Hedyotis flynnii W.L. Wagner & D.H. Lorence","cliff-dwelling starviolet","Rubiaceae","60454832-2","Kadua flynnii","Species","Kadua flynnii","60454832-2"
40590,"HEFL6",NA,"Hedyotis fluviatilis (Forbes) Fosberg","kamapua'a","Rubiaceae","754621-1","Kadua fluviatilis","Species","Kadua fluviatilis","754621-1"
40597,"HEFO",NA,"Hedyotis foggiana Fosberg","Kauai starviolet","Rubiaceae","60454821-2","Kadua foggiana","Species","Kadua foggiana","60454821-2"
40608,"HEFO2",NA,"Hedyotis foliosa (Hillebr.) Fosberg","Haleakala starviolet","Rubiaceae","754622-1","Kadua foliosa","Species","Kadua foliosa","754622-1"
40609,"HEFO3",NA,"Hedyotis formosa (Hillebr.) Fosberg","Maui starviolet","Rubiaceae","754623-1","Kadua formosa","Species","Kadua formosa","754623-1"
40612,"HEFO5",NA,"Hedyotis fosbergii W.L. Wagner & D.R. Herbst","Fosberg's starviolet","Rubiaceae","77176924-1","Kadua munroi","Species","Kadua munroi","77176924-1"
40629,"HEFRF",NA,"Hedyotis fruticulosa (Volkens) Merr. var. fruticulosa","shrubby starviolet","Rubiaceae","77171369-1","Hedyotis fruticulosa var. fruticulosa","Variety","Hedyotis fruticulosa","752488-1"
40683,"HEGR17",NA,"Hedyotis greenei (A. Gray) W.H. Lewis","Greene's starviolet","Rubiaceae","60457515-2","Stenotis greenei","Species","Stenotis greenei","60457515-2"
40741,"HEHI8",NA,"Hedyotis hillebrandii (Fosberg) W.L. Wagner & D.R. Herbst","manono","Rubiaceae","60454804-2","Kadua axillaris","Species","Kadua axillaris","60454804-2"
40760,"HEIN7",NA,"Hedyotis intricata Fosberg","tangled starviolet","Rubiaceae","60456476-2","Arcytophyllum fasciculatum","Species","Arcytophyllum fasciculatum","60456476-2"
40771,"HEKN",NA,"Hedyotis knudsenii (Hillebr.) Fosberg","kokee starviolet","Rubiaceae","754630-1","Kadua knudsenii","Species","Kadua knudsenii","754630-1"
40772,"HEKO",NA,"Hedyotis korrorensis (Valeton) Hosok.","chemudelach","Rubiaceae","752579-1","Hedyotis korrorensis","Species","Hedyotis korrorensis","752579-1"
40773,"HEKOH",NA,"Hedyotis korrorensis (Valeton) Hosok. var. hosokawana Fosberg","chemudelach","Rubiaceae","752579-1","Hedyotis korrorensis","Species","Hedyotis korrorensis","752579-1"
40774,"HEKOK",NA,"Hedyotis korrorensis (Valeton) Hosok. var. korrorensis","chemudelach","Rubiaceae",NA,NA,NA,NA,NA
40775,"HEKOM",NA,"Hedyotis korrorensis (Valeton) Hosok. var. mollis","chemudelach","Rubiaceae",NA,NA,NA,NA,NA
40776,"HEKOS",NA,"Hedyotis korrorensis (Valeton) Hosok. var. subglomerata Fosberg","chemudelach","Rubiaceae","752579-1","Hedyotis korrorensis","Species","Hedyotis korrorensis","752579-1"
40818,"HELI5",NA,"Hedyotis littoralis (Hillebr.) Fosberg","seacliff starviolet","Rubiaceae","754632-1","Kadua littoralis","Species","Kadua littoralis","754632-1"
40887,"HEMA8",NA,"Hedyotis mannii Fosberg","pilo","Rubiaceae","754631-1","Kadua laxiflora","Species","Kadua laxiflora","754631-1"
41071,"HEPA14",NA,"Hedyotis parvula (A. Gray) Fosberg","rockface starviolet","Rubiaceae","754635-1","Kadua parvula","Species","Kadua parvula","754635-1"
41142,"HEPO10",NA,"Hedyotis ponapensis Valeton","hedyotis","Rubiaceae","752774-1","Hedyotis ponapensis","Species","Hedyotis ponapensis","752774-1"
41270,"HESA18",NA,"Hedyotis sachetiana Fosberg","Sachet's starviolet","Rubiaceae","960190-1","Hedyotis sachetiana","Species","Hedyotis sachetiana","960190-1"
41291,"HESC6",NA,"Hedyotis schlechtendahliana Steud.","kopa","Rubiaceae","754619-1","Kadua cordata","Species","Kadua cordata","754619-1"
41293,"HESCR7",NA,"Hedyotis schlechtendahliana Steud. ssp. remyi (Hillebr.) Fosberg","kopa","Rubiaceae",NA,NA,NA,NA,NA
41296,"HESCS4",NA,"Hedyotis schlechtendahliana Steud. ssp. schlechtendahliana","kopa","Rubiaceae",NA,NA,NA,NA,NA
41314,"HESCW",NA,"Hedyotis schlechtendahliana Steud. ssp. waimeae (Wawra) W.L. Wagner & Lorence","kopa","Rubiaceae","60454824-2","Kadua cordata subsp. waimeae","Subspecies","Kadua cordata","754619-1"
41420,"HEST2",NA,"Hedyotis st.-johnii B.C. Stone & M.A. Lane","Napali Beach starviolet","Rubiaceae",NA,NA,NA,NA,NA
41441,"HESU14",NA,"Hedyotis suborthogona Hosok.","capitate starviolet","Rubiaceae","752919-1","Hedyotis suborthogona","Species","Hedyotis suborthogona","752919-1"
41462,"HETE21",NA,"Hedyotis terminalis (Hook. & Arn.) W.L. Wagner & D.R. Herbst","variable starviolet","Rubiaceae","754614-1","Kadua affinis","Species","Kadua affinis","754614-1"
41538,"HETO7",NA,"Hedyotis tomentosa (Valeton) Hosok.","leblebul","Rubiaceae","752953-1","Hedyotis tomentosa","Species","Hedyotis tomentosa","752953-1"
41541,"HETR6",NA,"Hedyotis tryblium D.R. Herbst & W.L. Wagner","Kalalau Valley starviolet","Rubiaceae","60454806-2","Kadua tryblium","Species","Kadua tryblium","60454806-2"
41550,"HETU3",NA,"Hedyotis tuyamae Hosok.","leblebul","Rubiaceae","752965-1","Hedyotis tuyamae","Species","Hedyotis tuyamae","752965-1"
41564,"HEVE10",NA,"Hedyotis vestita R. Br. ex G. Don","hairy starviolet","Rubiaceae","77203407-1","Exallage cristata","Species","Exallage cristata","77203407-1"
41567,"HEVE4",NA,"Hedyotis vegrandis W.H. Lewis","New Mexico starviolet","Rubiaceae","124316-2","Houstonia prostrata","Species","Houstonia prostrata","124316-2"
41572,"HEVEL2",NA,"Hedyotis vestita R. Br. ex G. Don var. lutescens (Kaneh.) Fosberg","hairy starviolet","Rubiaceae","752838-1","Hedyotis rigida","Species","Hedyotis rigida","752838-1"
41844,"HILLI",NA,"Hillia Jacq.","hillia","Rubiaceae","30000270-2","Hillia","Genus",NA,NA
41892,"HIPA4",NA,"Hillia parasitica Jacq.","tibey trepador","Rubiaceae","315606-2","Hillia parasitica","Species","Hillia parasitica","315606-2"
42015,"HOAC",NA,"Houstonia acerosa (A. Gray) A. Gray ex Benth. & Hook. f.","needleleaf bluet","Rubiaceae","753313-1","Houstonia acerosa","Species","Houstonia acerosa","753313-1"
42017,"HOACA2",NA,"Houstonia acerosa (A. Gray) A. Gray ex Benth. & Hook. f. var. acerosa","needleleaf bluet","Rubiaceae","77171856-1","Houstonia acerosa var. acerosa","Variety","Houstonia acerosa","753313-1"
42020,"HOACP2",NA,"Houstonia acerosa (A. Gray) A. Gray ex Benth. & Hook. f. var. polypremoides (A. Gray) Terrell","needleleaf bluet","Rubiaceae","20005172-1","Houstonia acerosa var. polypremoides","Variety","Houstonia acerosa","753313-1"
42038,"HOAN3",NA,"Holarrhena antidysenterica (Roxb. ex Fleming) Wall. ex A. DC.","tellicherry bark","Apocynaceae","79318-1","Holarrhena pubescens","Species","Holarrhena pubescens","79318-1"
42065,"HOCA4",NA,"Houstonia caerulea L.","azure bluet","Rubiaceae","278288-2","Houstonia caerulea","Species","Houstonia caerulea","278288-2"
42068,"HOCA5",NA,"Houstonia canadensis Willd. ex Roem. & Schult.","Canadian summer bluet","Rubiaceae",NA,NA,NA,NA,NA
42090,"HOCO2",NA,"Houstonia correllii (W.H. Lewis) Terrell","Correll's bluet","Rubiaceae","124276-2","Houstonia correllii","Species","Houstonia correllii","124276-2"
42100,"HOCR",NA,"Houstonia croftiae Britton & Rusby","Croft's bluet","Rubiaceae","124277-2","Houstonia croftiae","Species","Houstonia croftiae","124277-2"
42146,"HOFL2",NA,"Holarrhena floribunda (G. Don) Durand & Schinz","false rubber tree","Apocynaceae","79302-1","Holarrhena floribunda","Species","Holarrhena floribunda","79302-1"
42177,"HOHU",NA,"Houstonia humifusa (A. Gray) A. Gray","matted bluet","Rubiaceae","753348-1","Houstonia humifusa","Species","Houstonia humifusa","753348-1"
42202,"HOLAR",NA,"Holarrhena R. Br.","holarrhena","Apocynaceae","2371-1","Holarrhena","Genus",NA,NA
42207,"HOLO",NA,"Houstonia longifolia Gaertn.","longleaf summer bluet","Rubiaceae","278294-2","Houstonia longifolia","Species","Houstonia longifolia","278294-2"
42258,"HOMI4",NA,"Houstonia micrantha (Shinners) Terrell","southern bluet","Rubiaceae","124300-2","Houstonia micrantha","Species","Houstonia micrantha","124300-2"
42299,"HOOU",NA,"Houstonia ouachitana (E.B. Sm.) Terrell","Ouachita bluet","Rubiaceae","278297-2","Houstonia ouachitana","Species","Houstonia ouachitana","278297-2"
42307,"HOPA3",NA,"Houstonia parviflora Holz. ex Greenm.","Greenman's bluet","Rubiaceae","124309-2","Houstonia parviflora","Species","Houstonia parviflora","124309-2"
42340,"HOPR",NA,"Houstonia procumbens (Walter ex J.F. Gmel.) Standl.","roundleaf bluet","Rubiaceae","124315-2","Houstonia procumbens","Species","Houstonia procumbens","124315-2"
42352,"HOPU2",NA,"Houstonia purpurea L.","Venus' pride","Rubiaceae","124319-2","Houstonia purpurea","Species","Houstonia purpurea","124319-2"
42353,"HOPU3",NA,"Houstonia pusilla Schoepf","tiny bluet","Rubiaceae","30115995-2","Houstonia pusilla","Species","Houstonia pusilla","30115995-2"
42360,"HOPU7",NA,"Holarrhena pubescens (Buch.-Ham.) Wall. ex G. Don","holarrhena","Apocynaceae","79318-1","Holarrhena pubescens","Species","Holarrhena pubescens","79318-1"
42365,"HOPUC",NA,"Houstonia purpurea L. var. calycosa A. Gray","Venus' pride","Rubiaceae","118415-2","Houstonia purpurea var. calycosa","Variety","Houstonia purpurea","124319-2"
42372,"HOPUM",NA,"Houstonia purpurea L. var. montana (Small) Terrell","Venus' pride","Rubiaceae","124323-2","Houstonia purpurea var. montana","Variety","Houstonia purpurea","124319-2"
42375,"HOPUP3",NA,"Houstonia purpurea L. var. purpurea","Venus' pride","Rubiaceae","77169748-1","Houstonia purpurea var. purpurea","Variety","Houstonia purpurea","124319-2"
42388,"HORO",NA,"Houstonia rosea (Raf.) Terrell","rose bluet","Rubiaceae","278300-2","Houstonia rosea","Species","Houstonia rosea","278300-2"
42394,"HORU",NA,"Houstonia rubra Cav.","red bluet","Rubiaceae","753385-1","Houstonia rubra","Species","Houstonia rubra","753385-1"
42402,"HOSE2",NA,"Houstonia serpyllifolia Michx.","thymeleaf bluet","Rubiaceae","753392-1","Houstonia serpyllifolia","Species","Houstonia serpyllifolia","753392-1"
42415,"HOSU",NA,"Houstonia subviscosa (C. Wright ex A. Gray) A. Gray","nodding bluet","Rubiaceae","753394-1","Houstonia subviscosa","Species","Houstonia subviscosa","753394-1"
42441,"HOUST",NA,"Houstonia L.","bluet","Rubiaceae","30006515-2","Houstonia","Genus",NA,NA
42467,"HOWR",NA,"Houstonia wrightii A. Gray","pygmy bluet","Rubiaceae","309544-2","Houstonia wrightii","Species","Houstonia wrightii","309544-2"
42866,"HYDNO3",NA,"Hydnophytum Jack.","ant plant","Rubiaceae","34737-1","Hydnophytum","Genus",NA,NA
42955,"HYFO6",NA,"Hydnophytum formicarium Jack.","ant plant","Rubiaceae",NA,NA,NA,NA,NA
43102,"HYLO4",NA,"Hydnophytum longiflorum A. Gray","longflowered ant plant","Rubiaceae","753469-1","Hydnophytum longiflorum","Species","Hydnophytum longiflorum","753469-1"
44830,"IXAC",NA,"Ixora acuminata Roxb.","bola de nieve","Rubiaceae","753678-1","Ixora acuminata","Species","Ixora acuminata","753678-1"
44833,"IXCA2",NA,"Ixora casei Hance","everblooming ixora","Rubiaceae","753825-1","Ixora casei","Species","Ixora casei","753825-1"
44834,"IXCAC",NA,"Ixora casei Hance var. casei","giant ixora","Rubiaceae","77169718-1","Ixora casei var. casei","Variety","Ixora casei","753825-1"
44835,"IXCAL",NA,"Ixora casei Hance var. lanceolata Kaneh.","giant ixora","Rubiaceae","77188864-1","Ixora casei var. lanceolata","Variety","Ixora casei","753825-1"
44836,"IXCAM",NA,"Ixora casei Hance var. medialoba Fosberg & Sachet","giant ixora","Rubiaceae","951157-1","Ixora casei var. medialoba","Variety","Ixora casei","753825-1"
44838,"IXCO",NA,"Ixora coccinea L.","scarlet jungleflame","Rubiaceae","753844-1","Ixora coccinea","Species","Ixora coccinea","753844-1"
44841,"IXFE",NA,"Ixora ferrea (Jacq.) Benth.","palo de hierro","Rubiaceae","753950-1","Ixora ferrea","Species","Ixora ferrea","753950-1"
44848,"IXORA",NA,"Ixora L.","ixora","Rubiaceae","30043713-2","Ixora","Genus",NA,NA
44849,"IXPA",NA,"Ixora pavetta Andrews","torch tree","Rubiaceae","754326-1","Ixora pavetta","Species","Ixora pavetta","754326-1"
44855,"IXTH",NA,"Ixora thwaitesii Hook. f.","white jungleflame","Rubiaceae","754516-1","Ixora thwaitesii","Species","Ixora thwaitesii","754516-1"
45742,"KEGA",NA,"Kelloggia galioides Torr.","milk kelloggia","Rubiaceae","754654-1","Kelloggia galioides","Species","Kelloggia galioides","754654-1"
45748,"KELLO",NA,"Kelloggia Torr. ex Benth.","kelloggia","Rubiaceae","34784-1","Kelloggia","Genus",NA,NA
45859,"KOFL2",NA,"Kopsia flavida Blume","yellow kopsia","Apocynaceae","79496-1","Kopsia flavida","Species","Kopsia flavida","79496-1"
45891,"KOPSI",NA,"Kopsia Blume, nom. cons.","kopsia","Apocynaceae","328837-2","Kopsia","Genus",NA,NA
46282,"LAHE6",NA,"Landolphia heudelotii A. DC.","landolphia rubber","Apocynaceae","79629-1","Landolphia heudelotii","Species","Landolphia heudelotii","79629-1"
46360,"LAKI2",NA,"Landolphia kirkii Dyer","Kirk's landolphia","Apocynaceae","79637-1","Landolphia kirkii","Species","Landolphia kirkii","79637-1"
46371,"LALA5",NA,"Lasianthus lanceolatus (Griseb.) G. Maza","mata de peo","Rubiaceae",NA,NA,NA,NA,NA
46408,"LAMA12",NA,"Landolphia mannii Dyer ex Dewevre","Mann's landolphia","Apocynaceae",NA,NA,NA,NA,NA
46449,"LANDO",NA,"Landolphia P. Beauv.","landolphia","Apocynaceae","331696-2","Landolphia","Genus",NA,NA
46491,"LAOW",NA,"Landolphia owariensis P. Beauv.","white rubber vine","Apocynaceae","79672-1","Landolphia owariensis","Species","Landolphia owariensis","79672-1"
46625,"LASIA2",NA,"Lasianthus Jack","lasianthus","Rubiaceae","331701-2","Lasianthus","Genus",NA,NA
48254,"LEPIN2",NA,"Lepiniopsis Valeton","lepiniopsis","Apocynaceae","2407-1","Lepiniopsis","Genus",NA,NA
48718,"LETR4",NA,"Lepiniopsis trilocularis Markgr.","lepiniopsis","Apocynaceae","79764-1","Lepiniopsis trilocularis","Species","Lepiniopsis trilocularis","79764-1"
51392,"LUCUL",NA,"Luculia Sweet","luculia","Rubiaceae","34855-1","Luculia","Genus",NA,NA
51394,"LUCYA",NA,"Lucya DC.","lucya","Rubiaceae","331734-2","Lucya","Genus",NA,NA
51580,"LUIN6",NA,"Luculia intermedia Hutch.","Yunnan luculia","Rubiaceae","755399-1","Luculia pinceana","Species","Luculia pinceana","755399-1"
52077,"LUTE2",NA,"Lucya tetrandra (L.) K. Schum.","false bluet","Rubiaceae","144317-2","Lucya tetrandra","Species","Lucya tetrandra","144317-2"
52780,"MABR4",NA,"Mandevilla brachysiphon (Torr.) Pichon","Huachuca Mountain rocktrumpet","Apocynaceae","151937-2","Mandevilla brachysiphon","Species","Mandevilla brachysiphon","151937-2"
52918,"MACHA5",NA,"Machaonia Humb. & Bonpl.","machaonia","Rubiaceae","34864-1","Machaonia","Genus",NA,NA
53243,"MAHY5",NA,"Mandevilla hypoleuca (Benth.) Pichon","Davis Mountain rocktrumpet","Apocynaceae","151980-2","Mandevilla hypoleuca","Species","Mandevilla hypoleuca","151980-2"
53290,"MALA15",NA,"Mandevilla lanuginosa (M. Martens & Galeotti) Pichon","plateau rocktrumpet","Apocynaceae","151992-2","Mandevilla lanuginosa","Species","Mandevilla lanuginosa","151992-2"
53365,"MAMA5",NA,"Mandevilla macrosiphon (Torr.) Pichon","plateau rocktrumpet","Apocynaceae","152007-2","Mandevilla macrosiphon","Species","Mandevilla macrosiphon","152007-2"
53411,"MANDE",NA,"Mandevilla Lindl.","rocktrumpet","Apocynaceae","328998-2","Mandevilla","Genus",NA,NA
53591,"MAPO6",NA,"Machaonia portoricensis Baill.","Puerto Rico alfilerillo","Rubiaceae","755472-1","Machaonia portoricensis","Species","Machaonia portoricensis","755472-1"
53963,"MAWO3",NA,"Machaonia woodburyana Acev.-Rodr.","alfilerillo","Rubiaceae","301847-2","Machaonia woodburyana","Species","Machaonia woodburyana","301847-2"
54399,"MEIN3",NA,"Melodinus insularis (Markgr.) Fosberg","Palau melodinus","Apocynaceae","1004488-1","Melodinus insularis","Species","Melodinus insularis","1004488-1"
54510,"MELOD",NA,"Melodinus J.R. Forst. & G. Forst.","melodinus","Apocynaceae","2428-1","Melodinus","Genus",NA,NA
54882,"MERE11",NA,"Mesechites repens (Jacq.) Miers","bejuco","Apocynaceae","80297-1","Mesechites repens","Species","Mesechites repens","80297-1"
54960,"MESEC",NA,"Mesechites Müll. Arg.","bejuco","Apocynaceae","328983-2","Mesechites","Genus",NA,NA
55300,"MIBR7",NA,"Mitracarpus breviflorus A. Gray","white girdlepod","Rubiaceae","756218-1","Mitracarpus breviflorus","Species","Mitracarpus breviflorus","756218-1"
55684,"MIHI2",NA,"Mitracarpus hirtus (L.) DC.","tropical girdlepod","Rubiaceae","756228-1","Mitracarpus hirtus","Species","Mitracarpus hirtus","756228-1"
55832,"MIMA6",NA,"Mitracarpus maxwelliae Britton & P. Wilson","Maxwell's girdlepod","Rubiaceae","162849-2","Mitracarpus maxwelliae","Species","Mitracarpus maxwelliae","162849-2"
56032,"MIPO2",NA,"Mitracarpus polycladus Urb.","cana gorda girdlepod","Rubiaceae","162853-2","Mitracarpus polycladus","Species","Mitracarpus polycladus","162853-2"
56034,"MIPO4",NA,"Mitracarpus portoricensis (Urb.) Urb.","Puerto Rico girdlepod","Rubiaceae","162855-2","Mitracarpus portoricensis","Species","Mitracarpus portoricensis","162855-2"
56105,"MIRE",NA,"Mitchella repens L.","partridgeberry","Rubiaceae","280970-2","Mitchella repens","Species","Mitchella repens","280970-2"
56207,"MITCH",NA,"Mitchella L.","mitchella","Rubiaceae","34924-1","Mitchella","Genus",NA,NA
56258,"MITRA",NA,"Mitracarpus Zucc.","girdlepod","Rubiaceae","30004750-2","Mitracarpus","Genus",NA,NA
56412,"MOCI3",NA,"Morinda citrifolia L.","Indian mulberry","Rubiaceae","756359-1","Morinda citrifolia","Species","Morinda citrifolia","756359-1"
56545,"MOLA12",NA,"Morinda latibractea Valeton","kesengelngel","Rubiaceae","756408-1","Morinda latibractea","Species","Morinda latibractea","756408-1"
56657,"MOPE2",NA,"Morinda pedunculata Valeton","kesengelngel","Rubiaceae","756450-1","Morinda pedunculata","Species","Morinda pedunculata","756450-1"
56695,"MORIN",NA,"Morinda L.","morinda","Rubiaceae","34941-1","Morinda","Genus",NA,NA
56699,"MORO3",NA,"Morinda royoc L.","redgal","Rubiaceae","756470-1","Morinda royoc","Species","Morinda royoc","756470-1"
56731,"MOTR",NA,"Morinda trimera Hillebr.","noni kuahiwi","Rubiaceae","77117616-1","Gynochthodes trimera","Species","Gynochthodes trimera","77117616-1"
56830,"MUER",NA,"Mussaenda erythrophylla Schumach.","red mussaenda","Rubiaceae","756618-1","Mussaenda erythrophylla","Species","Mussaenda erythrophylla","756618-1"
