,taxa,AntiMal_Metabolites,AntiBac_Metabolites,antimal_snippet,antibac_snippet,Source
16461,Palicourea luteonivea,,,"""[]""","""[]""",KNApSAcK
16462,Palicourea luteovirescens,,,"""[]""","""[]""",KNApSAcK
16463,Palicourea lutulenta,,,"""[]""","""[]""",KNApSAcK
16464,Palicourea luxurians,,,"""[]""","""[]""",KNApSAcK
16465,Palicourea lyristipula,,,"""[]""","""[]""",KNApSAcK
16466,Palicourea macarthuriorum,,,"""[]""","""[]""",KNApSAcK
16467,Palicourea macbridei,,,"""[]""","""[]""",KNApSAcK
16468,Palicourea macrantha,,,"""[]""","""[]""",KNApSAcK
16469,Palicourea macrobotrys,,,"""[]""","""[]""",KNApSAcK
16470,Palicourea macrocalyx,,,"""[]""","""[]""",KNApSAcK
16471,Palicourea macrosepala,,,"""[]""","""[]""",KNApSAcK
16472,Palicourea madidiensis,,,"""[]""","""[]""",KNApSAcK
16473,Palicourea magna,,,"""[]""","""[]""",KNApSAcK
16474,Palicourea maguireorum,,,"""[]""","""[]""",KNApSAcK
16475,Palicourea malaneoides,,,"""[]""","""[]""",KNApSAcK
16476,Palicourea mamillaris,,,"""[]""","""[]""",KNApSAcK
16477,Palicourea manaraeana,,,"""[]""","""[]""",KNApSAcK
16478,Palicourea manausensis,,,"""[]""","""[]""",KNApSAcK
16479,Palicourea mansoana,,,"""[]""","""[]""",KNApSAcK
16480,Palicourea marcgravii,,,"""[]""","""[]""",KNApSAcK
16481,Palicourea matamana,,,"""[]""","""[]""",KNApSAcK
16482,Palicourea mediocris,,,"""[]""","""[]""",KNApSAcK
16483,Palicourea megacephala,,,"""[]""","""[]""",KNApSAcK
16484,Palicourea megalantha,,,"""[]""","""[]""",KNApSAcK
16485,Palicourea meieri,,,"""[]""","""[]""",KNApSAcK
16486,Palicourea mello-barretoi,,,"""[]""","""[]""",KNApSAcK
16487,Palicourea meridensis,,,"""[]""","""[]""",KNApSAcK
16488,Palicourea micrantha,,,"""[]""","""[]""",KNApSAcK
16489,Palicourea microbotrys,,,"""[]""","""[]""",KNApSAcK
16490,Palicourea microcarpa,,,"""[]""","""[]""",KNApSAcK
16491,Palicourea minarum,,,"""[]""","""[]""",KNApSAcK
16492,Palicourea minutiflora,,,"""[]""","""[]""",KNApSAcK
16493,Palicourea mistratoana,,,"""[]""","""[]""",KNApSAcK
16494,Palicourea montivaga,,,"""[]""","""[]""",KNApSAcK
16495,Palicourea moralesii,,,"""[]""","""[]""",KNApSAcK
16496,Palicourea mortoniana,,,"""[]""","""[]""",KNApSAcK
16497,Palicourea moyobambana,,,"""[]""","""[]""",KNApSAcK
16498,Palicourea murciae,,,"""[]""","""[]""",KNApSAcK
16499,Palicourea muscosa,,,"""[]""","""[]""",KNApSAcK
16500,Palicourea myriantha,,,"""[]""","""[]""",KNApSAcK
16501,Palicourea myrtifolia,,,"""[]""","""[]""",KNApSAcK
16502,Palicourea nana,,,"""[]""","""[]""",KNApSAcK
16503,Palicourea nautensis,,,"""[]""","""[]""",KNApSAcK
16504,Palicourea nayana,,,"""[]""","""[]""",KNApSAcK
16505,Palicourea neillii,,,"""[]""","""[]""",KNApSAcK
16506,Palicourea nematostachya,,,"""[]""","""[]""",KNApSAcK
16507,Palicourea neopurpusii,,,"""[]""","""[]""",KNApSAcK
16508,Palicourea nigricans,,,"""[]""","""[]""",KNApSAcK
16509,Palicourea nitidella,,,"""[]""","""[]""",KNApSAcK
16510,Palicourea nitis,,,"""[]""","""[]""",KNApSAcK
16511,Palicourea norae,,,"""[]""","""[]""",KNApSAcK
16512,Palicourea nubigena,,,"""[]""","""[]""",KNApSAcK
16513,Palicourea obconica,,,"""[]""","""[]""",KNApSAcK
16514,Palicourea obesiflora,,,"""[]""","""[]""",KNApSAcK
16515,Palicourea obliquinervia,,,"""[]""","""[]""",KNApSAcK
16516,Palicourea oblita,,,"""[]""","""[]""",KNApSAcK
16517,Palicourea oblonga,,,"""[]""","""[]""",KNApSAcK
16518,Palicourea obovata,,,"""[]""","""[]""",KNApSAcK
16519,Palicourea obtusata,,,"""[]""","""[]""",KNApSAcK
16520,Palicourea ochnoides,,,"""[]""","""[]""",KNApSAcK
16521,Palicourea octocuspis,,,"""[]""","""[]""",KNApSAcK
16522,Palicourea odorata,,,"""[]""","""[]""",KNApSAcK
16523,Palicourea officinalis,,,"""[]""","""[]""",KNApSAcK
16524,Palicourea oleandrella,,,"""[]""","""[]""",KNApSAcK
16525,Palicourea oresbia,,,"""[]""","""[]""",KNApSAcK
16526,Palicourea orientensis,,,"""[]""","""[]""",KNApSAcK
16527,Palicourea orosiana,,,"""[]""","""[]""",KNApSAcK
16528,Palicourea orquidea,,,"""[]""","""[]""",KNApSAcK
16529,Palicourea orthoneura,,,"""[]""","""[]""",KNApSAcK
16530,Palicourea osaensis,,,"""[]""","""[]""",KNApSAcK
16531,Palicourea ostreophora,,,"""[]""","""[]""",KNApSAcK
16532,Palicourea otongensis,,,"""[]""","""[]""",KNApSAcK
16533,Palicourea ottohuberi,,,"""[]""","""[]""",KNApSAcK
16534,Palicourea ottonculi,,,"""[]""","""[]""",KNApSAcK
16535,Palicourea ottonis,,,"""[]""","""[]""",KNApSAcK
16536,Palicourea ovalis,,,"""[]""","""[]""",KNApSAcK
16537,Palicourea ovata,,,"""[]""","""[]""",KNApSAcK
16538,Palicourea ownbeyi,,,"""[]""","""[]""",KNApSAcK
16539,Palicourea oxapampana,,,"""[]""","""[]""",KNApSAcK
16540,Palicourea pachycalyx,,,"""[]""","""[]""",KNApSAcK
16541,Palicourea pachystipula,,,"""[]""","""[]""",KNApSAcK
16542,Palicourea padifolia,,,"""[]""","""[]""",KNApSAcK
16543,Palicourea pakaraimensis,,,"""[]""","""[]""",KNApSAcK
16544,Palicourea palaciosii,,,"""[]""","""[]""",KNApSAcK
16545,Palicourea palenquensis,,,"""[]""","""[]""",KNApSAcK
16546,Palicourea palustris,,,"""[]""","""[]""",KNApSAcK
16547,Palicourea pandensis,,,"""[]""","""[]""",KNApSAcK
16548,Palicourea paniculata,,,"""[]""","""[]""",KNApSAcK
16549,Palicourea paradichroa,,,"""[]""","""[]""",KNApSAcK
16550,Palicourea paraensis,,,"""[]""","""[]""",KNApSAcK
16551,Palicourea parajusticioides,,,"""[]""","""[]""",KNApSAcK
16552,Palicourea paratinctoria,,,"""[]""","""[]""",KNApSAcK
16553,Palicourea pariensis,,,"""[]""","""[]""",KNApSAcK
16554,Palicourea parimensis,,,"""[]""","""[]""",KNApSAcK
16555,Palicourea parrana,,,"""[]""","""[]""",KNApSAcK
16556,Palicourea parvibractea,,,"""[]""","""[]""",KNApSAcK
16557,Palicourea parvijelskii,,,"""[]""","""[]""",KNApSAcK
16558,Palicourea patens,,,"""[]""","""[]""",KNApSAcK
16559,Palicourea pauciflora,,,"""[]""","""[]""",KNApSAcK
16560,Palicourea paujilensis,,,"""[]""","""[]""",KNApSAcK
16561,Palicourea paulina,,,"""[]""","""[]""",KNApSAcK
16562,Palicourea pebasensis,,,"""[]""","""[]""",KNApSAcK
16563,Palicourea pedunculata,,,"""[]""","""[]""",KNApSAcK
16564,Palicourea pendula,,,"""[]""","""[]""",KNApSAcK
16565,Palicourea pennellii,,,"""[]""","""[]""",KNApSAcK
16566,Palicourea pensilis,,,"""[]""","""[]""",KNApSAcK
16567,Palicourea pereziana,,,"""[]""","""[]""",KNApSAcK
16568,Palicourea perquadrangularis,,,"""[]""","""[]""",KNApSAcK
16569,Palicourea persearum,,,"""[]""","""[]""",KNApSAcK
16570,Palicourea pervicax,,,"""[]""","""[]""",KNApSAcK
16571,Palicourea petiolaris,,,"""[]""","""[]""",KNApSAcK
16572,Palicourea phanerandra,,,"""[]""","""[]""",KNApSAcK
16573,Palicourea phaneroloma,,,"""[]""","""[]""",KNApSAcK
16574,Palicourea phaneroneura,,,"""[]""","""[]""",KNApSAcK
16575,Palicourea pilosa,,,"""[]""","""[]""",KNApSAcK
16576,Palicourea piresii,,,"""[]""","""[]""",KNApSAcK
16577,Palicourea pittieri,,,"""[]""","""[]""",KNApSAcK
16578,Palicourea pleiocephala,,,"""[]""","""[]""",KNApSAcK
16579,Palicourea plocamipes,,,"""[]""","""[]""",KNApSAcK
16580,Palicourea plusiantha,,,"""[]""","""[]""",KNApSAcK
16581,Palicourea polycephala,,,"""[]""","""[]""",KNApSAcK
16582,Palicourea polymorpha,,,"""[]""","""[]""",KNApSAcK
16583,Palicourea polyodonta,,,"""[]""","""[]""",KNApSAcK
16584,Palicourea ponasae,,,"""[]""","""[]""",KNApSAcK
16585,Palicourea potaroensis,,,"""[]""","""[]""",KNApSAcK
16586,Palicourea prancei,,,"""[]""","""[]""",KNApSAcK
16587,Palicourea premontana,,,"""[]""","""[]""",KNApSAcK
16588,Palicourea prodiga,,,"""[]""","""[]""",KNApSAcK
16589,Palicourea providenciana,,,"""[]""","""[]""",KNApSAcK
16590,Palicourea prunifolia,,,"""[]""","""[]""",KNApSAcK
16591,Palicourea pseudaxillaris,,,"""[]""","""[]""",KNApSAcK
16592,Palicourea pseudinundata,,,"""[]""","""[]""",KNApSAcK
16593,Palicourea pseudolevis,,,"""[]""","""[]""",KNApSAcK
16594,Palicourea pseudottonis,,,"""[]""","""[]""",KNApSAcK
16595,Palicourea psilophylla,,,"""[]""","""[]""",KNApSAcK
16596,Palicourea psittacina,,,"""[]""","""[]""",KNApSAcK
16597,Palicourea psittacorum,,,"""[]""","""[]""",KNApSAcK
16598,Palicourea psychotrioides,,,"""[]""","""[]""",KNApSAcK
16599,Palicourea pubescens,,,"""[]""","""[]""",KNApSAcK
16600,Palicourea pulchra,,,"""[]""","""[]""",KNApSAcK
16601,Palicourea pullei,,,"""[]""","""[]""",KNApSAcK
16602,Palicourea punicea,,,"""[]""","""[]""",KNApSAcK
16603,Palicourea punoensis,,,"""[]""","""[]""",KNApSAcK
16604,Palicourea purdiei,,,"""[]""","""[]""",KNApSAcK
16605,Palicourea purpurea,,,"""[]""","""[]""",KNApSAcK
16606,Palicourea pustulata,,,"""[]""","""[]""",KNApSAcK
16607,Palicourea pyramidalis,,,"""[]""","""[]""",KNApSAcK
16608,Palicourea quadribracteata,,,"""[]""","""[]""",KNApSAcK
16609,Palicourea quadrifolia,,,"""[]""","""[]""",KNApSAcK
16610,Palicourea quadrilateralis,,,"""[]""","""[]""",KNApSAcK
16611,Palicourea quijosana,,,"""[]""","""[]""",KNApSAcK
16612,Palicourea quinquepyrena,,,"""[]""","""[]""",KNApSAcK
16613,Palicourea quizhpei,,,"""[]""","""[]""",KNApSAcK
16614,Palicourea racemosa,,,"""[]""","""[]""",KNApSAcK
16615,Palicourea radians,,,"""[]""","""[]""",KNApSAcK
16616,Palicourea ramiflora,,,"""[]""","""[]""",KNApSAcK
16617,Palicourea ramonensis,,,"""[]""","""[]""",KNApSAcK
16618,Palicourea raveniana,,,"""[]""","""[]""",KNApSAcK
16619,Palicourea regina,,,"""[]""","""[]""",KNApSAcK
16620,Palicourea remyana,,,"""[]""","""[]""",KNApSAcK
16621,Palicourea reticulata,,,"""[]""","""[]""",KNApSAcK
16622,Palicourea rhodothamna,,,"""[]""","""[]""",KNApSAcK
16623,Palicourea richardiana,,,"""[]""","""[]""",KNApSAcK
16624,Palicourea rigida,,,"""[]""","""[]""",KNApSAcK
16625,Palicourea rigidifolia,,,"""[]""","""[]""",KNApSAcK
16626,Palicourea rodriguezii,,,"""[]""","""[]""",KNApSAcK
16627,Palicourea rosacea,,,"""[]""","""[]""",KNApSAcK
16628,Palicourea roseiflora,,,"""[]""","""[]""",KNApSAcK
16629,Palicourea roseocremea,,,"""[]""","""[]""",KNApSAcK
16630,Palicourea roseofaucis,,,"""[]""","""[]""",KNApSAcK
16631,Palicourea rudgeoides,,,"""[]""","""[]""",KNApSAcK
16632,Palicourea ruelliifolia,,,"""[]""","""[]""",KNApSAcK
16633,Palicourea ruiz-teranii,,,"""[]""","""[]""",KNApSAcK
16634,Palicourea salicifolia,,,"""[]""","""[]""",KNApSAcK
16635,Palicourea saligna,,,"""[]""","""[]""",KNApSAcK
16636,Palicourea sanblasensis,,,"""[]""","""[]""",KNApSAcK
16637,Palicourea sanchezii,,,"""[]""","""[]""",KNApSAcK
16638,Palicourea sancti-ciprianii,,,"""[]""","""[]""",KNApSAcK
16639,Palicourea sandiensis,,,"""[]""","""[]""",KNApSAcK
16640,Palicourea sandwithii,,,"""[]""","""[]""",KNApSAcK
16641,Palicourea sanluisensis,,,"""[]""","""[]""",KNApSAcK
16642,Palicourea scabrifolia,,,"""[]""","""[]""",KNApSAcK
16643,Palicourea scandens,,,"""[]""","""[]""",KNApSAcK
16644,Palicourea schlimii,,,"""[]""","""[]""",KNApSAcK
16645,Palicourea schomburgkii,,,"""[]""","""[]""",KNApSAcK
16646,Palicourea schraderoides,,,"""[]""","""[]""",KNApSAcK
16647,Palicourea schunkeana,,,"""[]""","""[]""",KNApSAcK
16648,Palicourea schunkei,,,"""[]""","""[]""",KNApSAcK
16649,Palicourea sclerophylla,,,"""[]""","""[]""",KNApSAcK
16650,Palicourea seleri,,,"""[]""","""[]""",KNApSAcK
16651,Palicourea semirasa,,,"""[]""","""[]""",KNApSAcK
16652,Palicourea sessilis,,,"""[]""","""[]""",KNApSAcK
16653,Palicourea sessilis subsp. sessilis,,,"""[]""","""[]""",KNApSAcK
16654,Palicourea sessilis subsp. sororopanensis,,,"""[]""","""[]""",KNApSAcK
16655,Palicourea shuar,,,"""[]""","""[]""",KNApSAcK
16656,Palicourea siccorubra,,,"""[]""","""[]""",KNApSAcK
16657,Palicourea simiarum,,,"""[]""","""[]""",KNApSAcK
16658,Palicourea simiarum subsp. chiapensis,,,"""[]""","""[]""",KNApSAcK
16659,Palicourea simiarum subsp. simiarum,,,"""[]""","""[]""",KNApSAcK
16660,Palicourea simpsonii,,,"""[]""","""[]""",KNApSAcK
16661,Palicourea sipapoensis,,,"""[]""","""[]""",KNApSAcK
16662,Palicourea skotakii,,,"""[]""","""[]""",KNApSAcK
16663,Palicourea smithiana,,,"""[]""","""[]""",KNApSAcK
16664,Palicourea sodiroi,,,"""[]""","""[]""",KNApSAcK
16665,Palicourea soejartoi,,,"""[]""","""[]""",KNApSAcK
16666,Palicourea solitudinum,,,"""[]""","""[]""",KNApSAcK
16667,Palicourea sopkinii,,,"""[]""","""[]""",KNApSAcK
16668,Palicourea sousae,,,"""[]""","""[]""",KNApSAcK
16669,Palicourea spadicea,,,"""[]""","""[]""",KNApSAcK
16670,Palicourea spathacea,,,"""[]""","""[]""",KNApSAcK
16671,Palicourea speciosa,,,"""[]""","""[]""",KNApSAcK
16672,Palicourea spectabilis,,,"""[]""","""[]""",KNApSAcK
16673,Palicourea speluncae,,,"""[]""","""[]""",KNApSAcK
16674,Palicourea sphaerocephala,,,"""[]""","""[]""",KNApSAcK
16675,Palicourea spicata,,,"""[]""","""[]""",KNApSAcK
16676,Palicourea spiralis,,,"""[]""","""[]""",KNApSAcK
16677,Palicourea stagnicola,,,"""[]""","""[]""",KNApSAcK
16678,Palicourea standleyana,,,"""[]""","""[]""",KNApSAcK
16679,Palicourea steinbachii,,,"""[]""","""[]""",KNApSAcK
16680,Palicourea stellata,,,"""[]""","""[]""",KNApSAcK
16681,Palicourea stenosepala,,,"""[]""","""[]""",KNApSAcK
16682,Palicourea stenostachya,,,"""[]""","""[]""",KNApSAcK
16683,Palicourea stevensiana,,,"""[]""","""[]""",KNApSAcK
16684,Palicourea steyermarkiana,,,"""[]""","""[]""",KNApSAcK
16685,Palicourea steyermarkii,,,"""[]""","""[]""",KNApSAcK
16686,Palicourea stipularis,,,"""[]""","""[]""",KNApSAcK
16687,Palicourea stipulosa,,,"""[]""","""[]""",KNApSAcK
16688,Palicourea subaeneofusca,,,"""[]""","""[]""",KNApSAcK
16689,Palicourea subalata,,,"""[]""","""[]""",KNApSAcK
16690,Palicourea subalatoides,,,"""[]""","""[]""",KNApSAcK
16691,Palicourea subcuspidata,,,"""[]""","""[]""",KNApSAcK
16692,Palicourea subfusca,,,"""[]""","""[]""",KNApSAcK
16693,Palicourea subscandens,,,"""[]""","""[]""",KNApSAcK
16694,Palicourea subspicata,,,"""[]""","""[]""",KNApSAcK
16695,Palicourea subtomentosa,,,"""[]""","""[]""",KNApSAcK
16696,Palicourea subtomentosa subsp. lojana,,,"""[]""","""[]""",KNApSAcK
16697,Palicourea subtomentosa subsp. subtomentosa,,,"""[]""","""[]""",KNApSAcK
16698,Palicourea subundulata,,,"""[]""","""[]""",KNApSAcK
16699,Palicourea sucllii,,,"""[]""","""[]""",KNApSAcK
16700,Palicourea suerrensis,,,"""[]""","""[]""",KNApSAcK
16701,Palicourea sulphurea,,,"""[]""","""[]""",KNApSAcK
16702,Palicourea tabayensis,,,"""[]""","""[]""",KNApSAcK
16703,Palicourea tacarcunensis,,,"""[]""","""[]""",KNApSAcK
16704,Palicourea tamaensis,,,"""[]""","""[]""",KNApSAcK
16705,Palicourea tapantiensis,,,"""[]""","""[]""",KNApSAcK
16706,Palicourea tapirapecoana,,,"""[]""","""[]""",KNApSAcK
16707,Palicourea tatei,,,"""[]""","""[]""",KNApSAcK
16708,Palicourea tayloriae,,,"""[]""","""[]""",KNApSAcK
16709,Palicourea tectoneura,,,"""[]""","""[]""",KNApSAcK
16710,Palicourea tenerior,,,"""[]""","""[]""",KNApSAcK
16711,Palicourea tepuicola,,,"""[]""","""[]""",KNApSAcK
16712,Palicourea tepuiensis,,,"""[]""","""[]""",KNApSAcK
16713,Palicourea tetragona,,,"""[]""","""[]""",KNApSAcK
16714,Palicourea tetramera,,,"""[]""","""[]""",KNApSAcK
16715,Palicourea tetraphylla,,,"""[]""","""[]""",KNApSAcK
16716,Palicourea thermydri,,,"""[]""","""[]""",KNApSAcK
16717,Palicourea thornei,,,"""[]""","""[]""",KNApSAcK
16718,Palicourea thyrsiflora,,,"""[]""","""[]""",KNApSAcK
16719,Palicourea tilaranensis,,,"""[]""","""[]""",KNApSAcK
16720,Palicourea timbiquensis,,,"""[]""","""[]""",KNApSAcK
16721,Palicourea tinctoria,,,"""[]""","""[]""",KNApSAcK
16722,Palicourea tocachensis,,,"""[]""","""[]""",KNApSAcK
16723,Palicourea toensis,,,"""[]""","""[]""",KNApSAcK
16724,Palicourea tomentosa,,,"""[]""","""[]""",KNApSAcK
16725,Palicourea tonduzii,,,"""[]""","""[]""",KNApSAcK
16726,Palicourea topoensis,,,"""[]""","""[]""",KNApSAcK
16727,Palicourea torbeciana,,,"""[]""","""[]""",KNApSAcK
16728,Palicourea toroi,,,"""[]""","""[]""",KNApSAcK
16729,Palicourea torresiana,,,"""[]""","""[]""",KNApSAcK
16730,Palicourea triadica,,,"""[]""","""[]""",KNApSAcK
16731,Palicourea trianae,,,"""[]""","""[]""",KNApSAcK
16732,Palicourea tricephala,,,"""[]""","""[]""",KNApSAcK
16733,Palicourea trichocephala,,,"""[]""","""[]""",KNApSAcK
16734,Palicourea trichophora,,,"""[]""","""[]""",KNApSAcK
16735,Palicourea triphylla,,,"""[]""","""[]""",KNApSAcK
16736,Palicourea tristis,,,"""[]""","""[]""",KNApSAcK
16737,Palicourea tsakiana,,,"""[]""","""[]""",KNApSAcK
16738,Palicourea tubuliflora,,,"""[]""","""[]""",KNApSAcK
16739,Palicourea tumidonodosa,,,"""[]""","""[]""",KNApSAcK
16740,Palicourea tunjaensis,,,"""[]""","""[]""",KNApSAcK
16741,Palicourea tunquiensis,,,"""[]""","""[]""",KNApSAcK
16742,Palicourea turbinella,,,"""[]""","""[]""",KNApSAcK
16743,Palicourea tutensis,,,"""[]""","""[]""",KNApSAcK
16744,Palicourea ucayalina,,,"""[]""","""[]""",KNApSAcK
16745,Palicourea ulloana,,,"""[]""","""[]""",KNApSAcK
16746,Palicourea umbelliformis,,,"""[]""","""[]""",KNApSAcK
16747,Palicourea urbaniana,,,"""[]""","""[]""",KNApSAcK
16748,Palicourea urceolata,,,"""[]""","""[]""",KNApSAcK
16749,Palicourea vacillans,,,"""[]""","""[]""",KNApSAcK
16750,Palicourea vagans,,,"""[]""","""[]""",KNApSAcK
16751,Palicourea valenzuelana,,,"""[]""","""[]""",KNApSAcK
16752,Palicourea valerioana,,,"""[]""","""[]""",KNApSAcK
16753,Palicourea valida,,,"""[]""","""[]""",KNApSAcK
16754,Palicourea vallis,,,"""[]""","""[]""",KNApSAcK
16755,Palicourea vareschii,,,"""[]""","""[]""",KNApSAcK
16756,Palicourea vellerea,,,"""[]""","""[]""",KNApSAcK
16757,Palicourea venulosa,,,"""[]""","""[]""",KNApSAcK
16758,Palicourea veracruzensis,,,"""[]""","""[]""",KNApSAcK
16759,Palicourea vernicosa,,,"""[]""","""[]""",KNApSAcK
16760,Palicourea vesciculifera,,,"""[]""","""[]""",KNApSAcK
16761,Palicourea vestita,,,"""[]""","""[]""",KNApSAcK
16762,Palicourea veterinariorum,,,"""[]""","""[]""",KNApSAcK
16763,Palicourea vichadensis,,,"""[]""","""[]""",KNApSAcK
16764,Palicourea violacea,,,"""[]""","""[]""",KNApSAcK
16765,Palicourea virens,,,"""[]""","""[]""",KNApSAcK
16766,Palicourea virgata,,,"""[]""","""[]""",KNApSAcK
16767,Palicourea viridibractea,,,"""[]""","""[]""",KNApSAcK
16768,Palicourea vogelii,,,"""[]""","""[]""",KNApSAcK
16769,Palicourea vulcanalis,,,"""[]""","""[]""",KNApSAcK
16770,Palicourea wachterae,,,"""[]""","""[]""",KNApSAcK
16771,Palicourea weberbaueri,,,"""[]""","""[]""",KNApSAcK
16772,Palicourea wilesii,,,"""[]""","""[]""",KNApSAcK
16773,Palicourea winkleri,,,"""[]""","""[]""",KNApSAcK
16774,Palicourea wolffiae,,,"""[]""","""[]""",KNApSAcK
16775,Palicourea woronovii,,,"""[]""","""[]""",KNApSAcK
16776,Palicourea wurdackiana,,,"""[]""","""[]""",KNApSAcK
16777,Palicourea wurdackii,,,"""[]""","""[]""",KNApSAcK
16778,Palicourea xanthina,,,"""[]""","""[]""",KNApSAcK
16779,Palicourea yamayakatensis,,,"""[]""","""[]""",KNApSAcK
16780,Palicourea yanesha,,,"""[]""","""[]""",KNApSAcK
16781,Palicourea yneziae,,,"""[]""","""[]""",KNApSAcK
16782,Palicourea zakii,,,"""[]""","""[]""",KNApSAcK
16783,Palicourea zarucchii,,,"""[]""","""[]""",KNApSAcK
16784,Palicourea zevallosii,,,"""[]""","""[]""",KNApSAcK
16785,Paracarphalea angulata,,,"""[]""","""[]""",KNApSAcK
16786,Paracarphalea kirondron,,,"""[]""","""[]""",KNApSAcK
16787,Paracarphalea kirondron subsp. geayi,,,"""[]""","""[]""",KNApSAcK
16788,Paracarphalea kirondron subsp. kirondron,,,"""[]""","""[]""",KNApSAcK
16789,Paracarphalea pervilleana,,,"""[]""","""[]""",KNApSAcK
16790,Paracephaelis cinerea,,,"""[]""","""[]""",KNApSAcK
16791,Paracephaelis saxatilis,,,"""[]""","""[]""",KNApSAcK
16792,Paracephaelis sericea,,,"""[]""","""[]""",KNApSAcK
16793,Paracephaelis tiliacea,,,"""[]""","""[]""",KNApSAcK
16794,Paracephaelis trichantha,,,"""[]""","""[]""",KNApSAcK
16795,Parachimarrhis breviloba,,,"""[]""","""[]""",KNApSAcK
16796,Paracorynanthe antankarana,,,"""[]""","""[]""",KNApSAcK
16797,Paracorynanthe uropetala,,,"""[]""","""[]""",KNApSAcK
16798,Paragenipa lancifolia,,,"""[]""","""[]""",KNApSAcK
16799,Paraknoxia parviflora,,,"""[]""","""[]""",KNApSAcK
16800,Paralasianthus dichotomus,,,"""[]""","""[]""",KNApSAcK
16801,Paralasianthus hainanensis,,,"""[]""","""[]""",KNApSAcK
16802,Paralasianthus lowianus,,,"""[]""","""[]""",KNApSAcK
16803,Paralasianthus zhengyianus,,,"""[]""","""[]""",KNApSAcK
16804,Paranotis kochiae,,,"""[]""","""[]""",KNApSAcK
16805,Paranotis mitrasacmoides,,,"""[]""","""[]""",KNApSAcK
16806,Paranotis mitrasacmoides subsp. mitrasacmoides,,,"""[]""","""[]""",KNApSAcK
16807,Paranotis mitrasacmoides subsp. nigricans,,,"""[]""","""[]""",KNApSAcK
16808,Paranotis mitrasacmoides subsp. trachymenoides,,,"""[]""","""[]""",KNApSAcK
16809,Paranotis pterospora,,,"""[]""","""[]""",KNApSAcK
16810,Parapentas battiscombei,,,"""[]""","""[]""",KNApSAcK
16811,Parapentas setigera,,,"""[]""","""[]""",KNApSAcK
16812,Parapentas silvatica,,,"""[]""","""[]""",KNApSAcK
16813,Parapentas silvatica subsp. latifolia,,,"""[]""","""[]""",KNApSAcK
16814,Parapentas silvatica subsp. silvatica,,,"""[]""","""[]""",KNApSAcK
16815,Patima guianensis,,,"""[]""","""[]""",KNApSAcK
16816,Patima minor,,,"""[]""","""[]""",KNApSAcK
16817,Pauridiantha afzelii,,,"""[]""","""[]""",KNApSAcK
16818,Pauridiantha arcuata,,,"""[]""","""[]""",KNApSAcK
16819,Pauridiantha barbata,,,"""[]""","""[]""",KNApSAcK
16820,Pauridiantha bequaertii,,,"""[]""","""[]""",KNApSAcK
16821,Pauridiantha bridelioides,,,"""[]""","""[]""",KNApSAcK
16822,Pauridiantha callicarpoides,,,"""[]""","""[]""",KNApSAcK
16823,Pauridiantha canthiiflora,,,"""[]""","""[]""",KNApSAcK
16824,Pauridiantha cauliflora,,,"""[]""","""[]""",KNApSAcK
16825,Pauridiantha chlorantha,,,"""[]""","""[]""",KNApSAcK
16826,Pauridiantha coalescens,,,"""[]""","""[]""",KNApSAcK
16827,Pauridiantha crystallina,,,"""[]""","""[]""",KNApSAcK
16828,Pauridiantha dewevrei,,,"""[]""","""[]""",KNApSAcK
16829,Pauridiantha divaricata,,,"""[]""","""[]""",KNApSAcK
16830,Pauridiantha efferata,,,"""[]""","""[]""",KNApSAcK
16831,Pauridiantha floribunda,,,"""[]""","""[]""",KNApSAcK
16832,Pauridiantha gracilipes,,,"""[]""","""[]""",KNApSAcK
16833,Pauridiantha halleana,,,"""[]""","""[]""",KNApSAcK
16834,Pauridiantha hirsuta,,,"""[]""","""[]""",KNApSAcK
16835,Pauridiantha hirtella,,,"""[]""","""[]""",KNApSAcK
16836,Pauridiantha insularis,,,"""[]""","""[]""",KNApSAcK
16837,Pauridiantha kahuziensis,,,"""[]""","""[]""",KNApSAcK
16838,Pauridiantha letestuana,,,"""[]""","""[]""",KNApSAcK
16839,Pauridiantha liberiensis,,,"""[]""","""[]""",KNApSAcK
16840,Pauridiantha liebrechtsiana,,,"""[]""","""[]""",KNApSAcK
16841,Pauridiantha longistipula,,,"""[]""","""[]""",KNApSAcK
16842,Pauridiantha makakana,,,"""[]""","""[]""",KNApSAcK
16843,Pauridiantha mayumbensis,,,"""[]""","""[]""",KNApSAcK
16844,Pauridiantha micrantha,,,"""[]""","""[]""",KNApSAcK
16845,Pauridiantha muhakiensis,,,"""[]""","""[]""",KNApSAcK
16846,Pauridiantha multiflora,,,"""[]""","""[]""",KNApSAcK
