,Accepted_Name,Language
704,Tabernaemontana contorta,"['en', 'fr']"
705,Tabernaemontana cordata,['en']
706,Tabernaemontana coriacea,['en']
707,Tabernaemontana corymbosa,"['es', 'en', 'fr']"
708,Tabernaemontana crassa,['en']
709,Tabernaemontana crassifolia,['en']
710,Tabernaemontana cumata,['en']
711,Tabernaemontana cuspidata,['en']
712,Tabernaemontana cymosa,['en']
713,Tabernaemontana debrayi,['en']
714,Tabernaemontana dichotoma,['en']
715,Tabernaemontana disticha,['en']
716,Tabernaemontana divaricata,['en']
717,Tabernaemontana donnell-smithii,"['es', 'en']"
718,Tabernaemontana eglandulosa,['en']
719,Tabernaemontana elegans,['en']
720,Tabernaemontana eusepala,['en']
721,Tabernaemontana eusepaloides,['en']
722,Tabernaemontana flavicans,['en']
723,Tabernaemontana gamblei,['en']
724,Tabernaemontana glabra,['en']
725,Tabernaemontana glandulosa,"['en', 'fr']"
726,Tabernaemontana grandiflora,['en']
727,Tabernaemontana hallei,"['en', 'fr']"
728,Tabernaemontana heterophylla,['en']
729,Tabernaemontana humblotii,['en']
730,Tabernaemontana hystrix,['en']
731,Tabernaemontana inconspicua,['en']
732,Tabernaemontana laeta,"['en', 'pt']"
733,Tabernaemontana lagenaria,['en']
734,Tabernaemontana laurifolia,['en']
735,Tabernaemontana leeuwenbergiana,['en']
736,Tabernaemontana letestui,['en']
737,Tabernaemontana linkii,['en']
738,Tabernaemontana longipes,['en']
739,Tabernaemontana lorifera,['en']
740,Tabernaemontana macrocalyx,['en']
741,Tabernaemontana macrocarpa,['en']
742,Tabernaemontana markgrafiana,['en']
743,Tabernaemontana maxima,['en']
744,Tabernaemontana muricata,['en']
745,Tabernaemontana ochroleuca,['en']
746,Tabernaemontana odoratissima,['en']
747,Tabernaemontana oppositifolia,['en']
748,Tabernaemontana ovalifolia,['en']
749,Tabernaemontana pachysiphon,['en']
750,Tabernaemontana palustris,['en']
751,Tabernaemontana panamensis,['en']
752,Tabernaemontana pandacaqui,['en']
753,Tabernaemontana pauciflora,['en']
754,Tabernaemontana pauli,['en']
755,Tabernaemontana peduncularis,['en']
756,Tabernaemontana penduliflora,"['en', 'fr']"
757,Tabernaemontana persicariifolia,['en']
758,Tabernaemontana peschiera,['en']
759,Tabernaemontana phymata,['en']
760,Tabernaemontana polyneura,['en']
761,Tabernaemontana psorocarpa,['en']
762,Tabernaemontana remota,"['en', 'fr']"
763,Tabernaemontana retusa,['en']
764,Tabernaemontana rostrata,['en']
765,Tabernaemontana rupicola,['en']
766,Tabernaemontana salomonensis,['en']
767,Tabernaemontana salzmannii,['en']
768,Tabernaemontana sambiranensis,['en']
769,Tabernaemontana sananho,"['es', 'en']"
770,Tabernaemontana sessilifolia,['en']
771,Tabernaemontana siphilitica,['en']
772,Tabernaemontana solanifolia,['en']
773,Tabernaemontana sphaerocarpa,['en']
774,Tabernaemontana stapfiana,['en']
775,Tabernaemontana stellata,['en']
776,Tabernaemontana stenosiphon,['en']
777,Tabernaemontana ternifolia,['en']
778,Tabernaemontana thurstonii,['en']
779,Tabernaemontana tomentosa,['en']
780,Tabernaemontana undulata,"['es', 'en']"
781,Tabernaemontana vanheurckii,['en']
782,Tabernaemontana ventricosa,"['en', 'fr']"
783,Tabernaemontana wullschlaegelii,['en']
784,Tabernanthe iboga,"['es', 'en', 'fr', 'it']"
785,Telosma cordata,"['es', 'en']"
786,Telosma procumbens,['en']
787,Thevetia ahouai,"['es', 'pt']"
788,Thyrsanthella difformis,['en']
789,Trachelospermum asiaticum,"['es', 'en', 'fr']"
790,Trachelospermum jasminoides,"['es', 'en', 'fr', 'it', 'pt']"
791,Treutlera insignis,['es']
792,Trichosandra borbonica,"['es', 'fr']"
793,Tridentea gemmiflora,['en']
794,Tridentea pachyrrhiza,['en']
795,Urceola elastica,['fr']
796,Urceola micrantha,"['es', 'en', 'fr']"
797,Vailia mucronata,['en']
798,Vallesia antillana,['en']
799,Vallesia glabra,"['es', 'en']"
800,Vinca difformis,"['es', 'en', 'pt']"
801,Vinca difformis subsp. difformis,['pt']
802,Vinca herbacea,['en']
803,Vinca ispartensis,['en']
804,Vinca major,"['es', 'en', 'fr', 'it', 'pt']"
805,Vinca major subsp. major,['pt']
806,Vinca minor,"['es', 'en', 'fr', 'it', 'pt']"
807,Vincetoxicum auriculatum,['en']
808,Vincetoxicum diplostigma,['en']
809,Vincetoxicum funebre,['fr']
810,Vincetoxicum hirundinaria,"['es', 'en', 'fr', 'it', 'pt']"
811,Vincetoxicum lineare,['en']
812,Vincetoxicum linifolium,['en']
813,Vincetoxicum nigrum,"['es', 'en', 'fr', 'pt']"
814,Vincetoxicum rossicum,['en']
815,Vincetoxicum woollsii,['en']
816,Voacanga africana,"['es', 'en', 'fr', 'it']"
817,Voacanga caudiflora,['fr']
818,Voacanga foetida,['en']
819,Voacanga grandifolia,['en']
820,Voacanga havilandii,['en']
821,Voacanga thouarsii,['en']
822,Willughbeia cirrhifera,['en']
823,Willughbeia coriacea,"['es', 'fr']"
824,Willughbeia edulis,['en']
825,Willughbeia sarawacensis,['en']
826,Wrightia angustifolia,['en']
827,Wrightia annamensis,['en']
828,Wrightia antidysenterica,"['es', 'en']"
829,Wrightia demartiniana,['en']
830,Wrightia dubia,['en']
831,Wrightia laevis,['en']
832,Wrightia lanceolata,"['en', 'fr']"
833,Wrightia lecomtei,"['en', 'fr']"
834,Wrightia natalensis,['en']
835,Wrightia pubescens,['en']
836,Wrightia religiosa,['en']
837,Wrightia tinctoria,"['en', 'fr']"
838,Wrightia viridiflora,"['en', 'fr']"
839,Xysmalobium samoritourei,['en']
840,Xysmalobium undulatum,['es']
841,Zygostelma benthamii,['en']
842,Acrobotrys discolor,"['es', 'en', 'pt']"
843,Acunaeanthus tinifolius,"['es', 'en']"
844,Adenorandia kalbreyeri,"['es', 'en']"
845,Adina cordifolia,"['es', 'en']"
846,Adina fagifolia,['es']
847,Adina trichotoma,['es']
848,Afrocanthium keniense,['en']
849,Afrocanthium kilifiense,['en']
850,Afrocanthium pseudoverticillatum,['en']
851,Afrocanthium shabanii,['en']
852,Afrocanthium siebenlistii,['en']
853,Afrocanthium vollesenii,['en']
854,Aidia cochinchinensis,"['en', 'fr']"
855,Aidia densiflora,"['es', 'fr']"
856,Aidia gardneri,['en']
857,Aidia quintasii,['fr']
858,Aidia rhacodosepala,['fr']
859,Aidia wattii,['fr']
860,Aidiopsis orophila,"['es', 'en']"
861,Alberta magna,"['es', 'en']"
862,Alibertia edulis,"['es', 'en', 'pt']"
863,Alibertia patinoi,['en']
864,Alleizettella leucocarpa,['en']
865,Alleizettella rubra,['en']
866,Alseis lugonis,"['es', 'en']"
867,Amphidasya elegans,['en']
868,Amphidasya longicalycina,['es']
869,Anthospermopsis catechosperma,['en']
870,Anthospermum aethiopicum,['en']
871,Anthospermum asperuloides,"['en', 'fr']"
872,Aoranthe penduliflora,['en']
873,Aphanocarpus steyermarkii,"['es', 'en']"
874,Arachnothryx chimboracensis,['en']
875,Arachnothryx fosbergii,['en']
876,Arachnothryx peruviana,['es']
877,Arcytophyllum nitidum,['es']
878,Argocoffeopsis lemblinii,"['es', 'en']"
879,Argostemma ophirense,['en']
880,Asperula abbreviata,['en']
881,Asperula abchasica,['en']
882,Asperula accrescens,['en']
883,Asperula acuminata,['en']
884,Asperula affinis,['en']
885,Asperula albiflora,['en']
886,Asperula ambleia,['en']
887,Asperula apuana,['en']
888,Asperula arcadiensis,['en']
889,Asperula aristata,"['es', 'en', 'fr', 'pt']"
890,Asperula aristata subsp. scabra,"['es', 'pt']"
891,Asperula arvensis,"['es', 'en', 'fr', 'pt']"
892,Asperula assamica,['en']
893,Asperula asterocephala,['en']
894,Asperula brachyantha,['en']
895,Asperula breviflora,"['es', 'en']"
896,Asperula conferta,['en']
897,Asperula crassula,['en']
898,Asperula cynanchica,"['es', 'en', 'fr', 'pt']"
899,Asperula cypria,['en']
900,Asperula euryphylla,['es']
901,Asperula galioides,['es']
902,Asperula gunnii,"['es', 'en']"
903,Asperula gussonei,['en']
904,Asperula hercegovina,['en']
905,Asperula hexaphylla,['fr']
906,Asperula hirsuta,['pt']
907,Asperula hirta,['fr']
908,Asperula involucrata,['en']
909,Asperula lilaciflora,['en']
910,Asperula mungieri,['en']
911,Asperula naufraga,['en']
912,Asperula nitida,['en']
913,Asperula oblanceolata,['es']
914,Asperula orientalis,"['es', 'en']"
915,Asperula paui,['fr']
916,Asperula podlechii,['en']
917,Asperula purpurea,['en']
918,Asperula pusilla,['en']
919,Asperula rumelica,['en']
920,Asperula rupicola,['en']
921,Asperula scoparia,['en']
922,Asperula serotina,['en']
923,Asperula sintenisii,['en']
924,Asperula subsimplex,['es']
925,Asperula subulifolia,['en']
926,Asperula taurina,['en']
927,Asperula taygetea,['en']
928,Asperula tetraphylla,"['es', 'en']"
929,Asperula tinctoria,"['es', 'en', 'fr']"
930,Asperula virgata,['en']
931,Asperula wimmeriana,['en']
932,Asperula xylorrhiza,['en']
933,Astiella delicatula,"['es', 'en']"
934,Atractocarpus benthamianus,"['es', 'en']"
935,Atractocarpus chartaceus,['en']
936,Atractocarpus fitzalanii,['en']
937,Atractocarpus heterophyllus,['en']
938,Atractocarpus hirtus,['en']
939,Atractocarpus stipularis,['en']
940,Aulacocalyx camerooniana,['fr']
941,Aulacocalyx lamprophylla,['fr']
942,Aulacocalyx mapiana,['fr']
943,Aulacocalyx pallens,['fr']
944,Balmea stormiae,['en']
945,Belonophora coffeoides,['en']
946,Belonophora coriacea,['en']
947,Belonophora ongensis,"['en', 'fr']"
948,Belonophora talbotii,['en']
949,Belonophora wernhamii,"['en', 'fr']"
950,Benzonia corymbosa,['en']
951,Berghesia coccinea,['en']
952,Bertiera borbonica,['fr']
953,Bertiera elabensis,['fr']
954,Bertiera heterophylla,['fr']
955,Bertiera laxa,['fr']
956,Bertiera laxissima,['fr']
957,Bertiera lejolyana,['fr']
958,Bertiera pauloi,['en']
959,Bertiera pedicellata,['fr']
960,Bertiera rosseeliana,['fr']
961,Bertiera rufa,['fr']
962,Bikkia tetrandra,"['es', 'en', 'fr']"
963,Blepharidium guatemalense,"['es', 'en']"
964,Bobea sandwicensis,['en']
965,Bobea timonioides,['en']
966,Boholia nematostylis,['en']
967,Bothriospora corymbosa,"['es', 'en']"
968,Bouvardia longiflora,"['es', 'en']"
969,Bouvardia ternifolia,"['es', 'en']"
970,Bremeria landia,['fr']
971,Breonadia salicina,"['es', 'en']"
972,Bruxanelia indica,['en']
973,Burchellia bubalina,"['es', 'en']"
974,Byrsophyllum ellipticum,['en']
975,Byrsophyllum tetrandrum,['en']
976,Callipeltis cucullaris,['es']
977,Calochone acuminata,['en']
978,Calycophyllum candidissimum,"['es', 'en']"
979,Calycophyllum multiflorum,['es']
980,Calycophyllum spruceanum,"['es', 'en', 'fr', 'pt']"
981,Calycosiphonia macrochlamys,['en']
982,Canthium angustifolium,['en']
983,Canthium coromandelicum,"['es', 'en']"
984,Canthium inerme,"['es', 'en']"
985,Canthium lucidum,['es']
986,Carajasia cangae,['en']
987,Carapichea ipecacuanha,"['es', 'en', 'fr', 'it']"
988,Carterella alexanderae,['en']
989,Casasia acunae,['en']
990,Casasia calophylla,['en']
991,Casasia clusiifolia,['en']
992,Casasia domingensis,['en']
993,Casasia ekmanii,['en']
994,Casasia jacquinioides,['en']
995,Casasia longipes,['en']
996,Casasia nigrescens,['en']
997,Casasia samuelssonii,['en']
998,Catesbaea melanocarpa,['en']
999,Catesbaea phyllacantha,['es']
1000,Catunaregam spinosa,['en']
1001,Cephalanthus angustifolius,['es']
1002,Cephalanthus glabratus,"['es', 'en']"
1003,Cephalanthus occidentalis,"['es', 'en', 'fr']"
1004,Cephalanthus salicifolius,['en']
1005,Ceratopyxis verbenacea,"['es', 'en']"
1006,Chalepophyllum guyanense,['en']
1007,Chapelieria madagascariensis,['en']
1008,Chassalia bipindensis,['fr']
1009,Chassalia bosseri,['fr']
1010,Chassalia corallioides,['fr']
1011,Chassalia cristata,['fr']
1012,Chassalia curviflora,['en']
1013,Chassalia gaertneroides,['fr']
1014,Chassalia laikomensis,['fr']
1015,Chimarrhis cymosa,['fr']
1016,Chimarrhis hookeri,['en']
1017,Chiococca alba,"['es', 'en', 'pt']"
1018,Chiococca filipes,['pt']
1019,Chiococca insularis,['pt']
1020,Chione venosa,"['es', 'en']"
1021,Cinchona calisaya,"['es', 'en', 'fr', 'it']"
1022,Cinchona hirsuta,['es']
1023,Cinchona lancifolia,['es']
1024,Cinchona officinalis,"['es', 'en', 'fr', 'pt']"
1025,Cinchona pubescens,"['es', 'en', 'fr']"
1026,Cinchona rugosa,['es']
1027,Cinchonopsis amazonica,"['es', 'en']"
1028,Cladoceras subcapitatum,"['es', 'en']"
1029,Clarkella nana,['en']
1030,Coddia rudis,"['es', 'en']"
1031,Coelopyrena salicifolia,['en']
1032,Coelospermum reticulatum,"['es', 'en']"
1033,Coffea abbayesii,['en']
1034,Coffea affinis,['en']
1035,Coffea anthonyi,['fr']
1036,Coffea arabica,"['es', 'en', 'fr', 'it', 'pt']"
1037,Coffea bakossii,['fr']
1038,Coffea benghalensis,['en']
1039,Coffea canephora,"['es', 'en', 'fr', 'it', 'pt']"
1040,Coffea charrieriana,"['en', 'fr', 'it']"
1041,Coffea congensis,['fr']
1042,Coffea costatifructa,['fr']
1043,Coffea fotsoana,['fr']
1044,Coffea kapakata,['en']
1045,Coffea leonimontana,['fr']
1046,Coffea liberica,"['en', 'fr', 'it', 'pt']"
1047,Coffea magnistipula,['en']
1048,Coffea mapiana,['fr']
1049,Coffea mauritiana,['fr']
1050,Coffea montekupensis,['fr']
1051,Coffea pocsii,['fr']
1052,Coffea racemosa,['en']
1053,Coffea stenophylla,"['en', 'fr', 'it']"
1054,Colletoecema magna,['fr']
1055,Condaminea elegans,['en']
1056,Condaminea glabrata,['fr']
1057,Condaminea microcarpa,['fr']
1058,Coprosma acerosa,['en']
1059,Coprosma acutifolia,['en']
1060,Coprosma arborea,['en']
1061,Coprosma areolata,['en']
1062,Coprosma autumnalis,['en']
1063,Coprosma baueri,"['es', 'en']"
1064,Coprosma ciliata,['en']
1065,Coprosma cordicarpa,['en']
1066,Coprosma crassifolia,['en']
1067,Coprosma cuneata,['en']
1068,Coprosma dodonaeifolia,['en']
1069,Coprosma elegans,['en']
1070,Coprosma ernodeoides,"['en', 'fr']"
1071,Coprosma foetidissima,['en']
1072,Coprosma fowerakeri,['en']
1073,Coprosma hirtella,['en']
1074,Coprosma huttoniana,['en']
1075,Coprosma inopinata,['en']
1076,Coprosma intertexta,['en']
1077,Coprosma laevigata,['en']
1078,Coprosma lanceolaris,['en']
1079,Coprosma linariifolia,['en']
1080,Coprosma lucida,['en']
1081,Coprosma macrocarpa,['en']
1082,Coprosma moorei,['en']
1083,Coprosma neglecta,['en']
1084,Coprosma niphophila,['en']
1085,Coprosma nitida,"['es', 'en']"
1086,Coprosma ochracea,['en']
1087,Coprosma parviflora,['en']
1088,Coprosma perpusilla,['en']
1089,Coprosma petriei,"['es', 'en']"
1090,Coprosma prisca,['en']
1091,Coprosma propinqua,['en']
1092,Coprosma pumila,['en']
1093,Coprosma putida,['en']
1094,Coprosma quadrifida,['en']
1095,Coprosma rapensis,['fr']
1096,Coprosma repens,"['es', 'en']"
1097,Coprosma rhamnoides,['en']
1098,Coprosma rigida,['en']
1099,Coprosma robusta,['en']
1100,Coprosma rotundifolia,['en']
1101,Coprosma rubra,['en']
1102,Coprosma rugosa,['en']
1103,Coprosma spathulata,['en']
1104,Coprosma tenuicaulis,['en']
1105,Coprosma tenuifolia,['en']
1106,Coprosma virescens,['en']
1107,Coprosma waima,['en']
1108,Coprosma wallii,['en']
1109,Cordiera garapatica,['es']
1110,Corynanthe brachythyrsus,['en']
1111,Corynanthe johimbe,"['es', 'en', 'it']"
1112,Coryphothamnus auyantepuiensis,['en']
1113,Cosmocalyx spectabilis,['es']
1114,Coussarea klugii,['fr']
1115,Cowiea borneensis,['en']
1116,Craterispermum aristatum,['fr']
1117,Craterispermum montanum,"['fr', 'it']"
1118,Craterispermum parvifolium,['fr']
1119,Craterispermum robbrechtianum,['fr']
1120,Craterispermum rumpianum,['fr']
1121,Crobylanthe pellacalyx,['en']
1122,Crossopteryx febrifuga,"['en', 'fr', 'it']"
1123,Crucianella angustifolia,"['es', 'pt']"
1124,Crucianella latifolia,"['es', 'pt']"
1125,Crucianella maritima,"['es', 'pt']"
1126,Crucianella patula,['es']
1127,Cruciata glabra,"['es', 'en', 'pt']"
1128,Cruciata glabra subsp. hirticaulis,['pt']
1129,Cruciata laevipes,"['es', 'en', 'fr', 'pt']"
1130,Cruciata pedemontana,"['es', 'en', 'pt']"
1131,Crusea coronata,['es']
1132,Cubanola domingensis,['en']
1133,Cuviera talbotii,['fr']
1134,Cuviera trilocularis,['fr']
1135,Cyclophyllum coprosmoides,['en']
1136,Cyclophyllum longipetalum,['en']
1137,Deccania pubescens,"['es', 'en']"
1138,Deppea splendens,['en']
1139,Diacrodon compressus,['en']
1140,Dialypetalanthus fuscescens,"['en', 'fr']"
1141,Dibrachionostylus kaessneri,"['es', 'en']"
1142,Dichilanthe zeylanica,['en']
1143,Didymaea alsinoides,['es']
1144,Didymopogon sumatranum,['en']
1145,Diodia virginiana,['en']
1146,Dioecrescis erythroclada,['en']
1147,Dioicodendron dioicum,"['es', 'en', 'pt']"
1148,Diplospora erythrospora,['en']
1149,Discospermum philippinensis,['en']
1150,Discospermum reyesii,['en']
1151,Discospermum sphaerocarpum,['en']
1152,Diyaminauclea zeylanica,['en']
1153,Dolichodelphys chlorocrater,"['es', 'en', 'pt']"
1154,Dolichometra leucantha,"['en', 'pt']"
1155,Donnellyanthus deamii,['en']
1156,Duidania montana,['en']
1157,Dunnia sinensis,"['es', 'en']"
1158,Duperrea pavettifolia,"['es', 'en']"
1159,Duroia hirsuta,"['es', 'en', 'fr']"
1160,Duroia maguirei,['es']
1161,Durringtonia paludosa,"['es', 'en']"
1162,Eizia mexicana,['en']
1163,Elaeagia ecuadorensis,['fr']
1164,Elaeagia pastoensis,['es']
1165,Eleuthranthes liberiflora,['en']
1166,Emmenopterys henryi,"['en', 'fr']"
1167,Emmeorhiza umbellata,"['es', 'en']"
1168,Empogona acidophylla,['en']
1169,Empogona africana,['en']
1170,Empogona concolor,"['en', 'fr']"
1171,Empogona talbotii,['en']
1172,Eosanthe cubensis,"['es', 'en']"
1173,Eriosemopsis subanisophylla,"['es', 'en']"
1174,Erithalis fruticosa,['fr']
1175,Erithalis harrisii,['en']
1176,Erithalis quadrangularis,['en']
1177,Ernodea angusta,['en']
1178,Ernodea littoralis,['en']
1179,Eumachia frutescens,['en']
1180,Everistia vacciniifolia,"['es', 'en']"
1181,Exostema caribaeum,['es']
1182,Fadogia homblei,['en']
1183,Faramea angusta,['en']
1184,Faramea exemplaris,"['es', 'en', 'fr']"
1185,Ferdinandusa panamensis,['es']
1186,Feretia apodanthera,['en']
1187,Fernelia buxifolia,"['en', 'fr', 'pt']"
1188,Fernelia pedunculata,['fr']
1189,Flexanthera subcordata,['en']
1190,Gaertnera hirtiflora,"['en', 'pt']"
1191,Gaertnera letouzeyi,['fr']
1192,Gaertnera longifolia,"['en', 'pt']"
1193,Gaertnera rosea,['en']
1194,Gaertnera ternifolia,"['en', 'fr']"
1195,Gaertnera vaginata,['fr']
1196,Gaertnera walkeri,"['en', 'fr']"
1197,Galianthe brasiliensis,['es']
1198,× Galiasperula ferdinandi-coburgii,['en']
1199,Galium adhaerens,['es']
1200,Galium aetnicum,['en']
1201,Galium album,"['es', 'en', 'fr', 'it']"
1202,Galium album subsp. suberectum,['es']
1203,Galium amurense,['es']
1204,Galium andrewsii,"['es', 'en']"
1205,Galium anglicum,"['es', 'en']"
1206,Galium angustifolium,"['es', 'en']"
1207,Galium anisophyllon,"['es', 'en', 'fr']"
1208,Galium anisophyllon subsp. anisophyllon,['es']
1209,Galium antarcticum,"['es', 'en']"
1210,Galium aparine,"['es', 'en', 'fr', 'it', 'pt']"
1211,Galium aparinoides,['es']
1212,Galium arenarium,"['es', 'en', 'fr']"
1213,Galium argense,['en']
1214,Galium aristatum,"['es', 'en']"
1215,Galium arkansanum,['en']
1216,Galium aschenbornii,['en']
1217,Galium asprellum,"['en', 'fr']"
1218,Galium atlanticum,['es']
1219,Galium australe,['es']
1220,Galium austriacum,['en']
1221,Galium azuayicum,['en']
1222,Galium baeticum,['pt']
1223,Galium baldense,['en']
1224,Galium balearicum,['es']
1225,Galium bermudense,['en']
1226,Galium bifolium,['en']
1227,Galium bolanderi,['en']
1228,Galium boreale,"['es', 'en', 'fr']"
1229,Galium brachyphyllum,['es']
1230,Galium brevifolium,['es']
1231,Galium broterianum,['pt']
1232,Galium buxifolium,['en']
1233,Galium californicum,"['es', 'en']"
1234,Galium × carmineum,['en']
1235,Galium catalinense,"['es', 'en']"
1236,Galium × centroniae,['en']
1237,Galium cespitosum,['fr']
1238,Galium circaezans,['en']
1239,Galium clementis,['en']
1240,Galium cliftonsmithii,['en']
1241,Galium collomiae,['en']
1242,Galium coloradoense,['en']
1243,Galium cometerhizon,['en']
1244,Galium concatenatum,['pt']
1245,Galium concinnum,['en']
1246,Galium corsicum,['en']
1247,Galium crespianum,['es']
1248,Galium debile,"['es', 'pt']"
1249,Galium desereticum,['en']
1250,Galium divaricatum,"['es', 'en']"
1251,Galium ecuadoricum,"['es', 'en']"
1252,Galium ehrenbergii,['en']
1253,Galium elongatum,['en']
1254,Galium emeryense,['en']
1255,Galium fendleri,['en']
1256,Galium fosbergii,['en']
1257,Galium friedrichii,['es']
1258,Galium fruticosum,['es']
1259,Galium geminiflorum,"['en', 'pt']"
1260,Galium glabrescens,['en']
1261,Galium glaucophyllum,['en']
1262,Galium glaucum,"['es', 'en', 'fr', 'pt']"
1263,Galium glaucum subsp. australe,['pt']
1264,Galium grande,['en']
1265,Galium grayanum,"['es', 'en']"
1266,Galium hallii,['en']
1267,Galium hardhamiae,['en']
1268,Galium hierosolymitanum,['es']
1269,Galium humifusum,['en']
1270,Galium hypotrichium,['en']
1271,Galium intermedium,"['es', 'en']"
1272,Galium intricatum,['es']
1273,Galium jepsonii,['en']
1274,Galium johnstonii,['en']
1275,Galium kamtschaticum,['en']
1276,Galium kitaibelianum,['fr']
1277,Galium labradoricum,"['en', 'fr']"
1278,Galium laevigatum,['en']
1279,Galium lanceolatum,['en']
1280,Galium latifolium,['en']
1281,Galium leptogonium,['en']
1282,Galium litorale,"['en', 'it']"
1283,Galium lucidum,"['es', 'en', 'fr', 'it', 'pt']"
1284,Galium lucidum subsp. lucidum,['pt']
1285,Galium magellense,['en']
1286,Galium magnifolium,['en']
1287,Galium mahadivense,['en']
1288,Galium maritimum,['fr']
1289,Galium matthewsii,['en']
1290,Galium megalospermum,['en']
1291,Galium mexicanum,"['es', 'en']"
1292,Galium microphyllum,['en']
1293,Galium migrans,['en']
1294,Galium minutulum,"['en', 'pt']"
1295,Galium mollugo,"['es', 'en', 'fr', 'pt']"
1296,Galium mollugo subsp. mollugo,['pt']
1297,Galium montis-arerae,['en']
1298,Galium multiflorum,"['es', 'en']"
1299,Galium munzii,['en']
1300,Galium murale,"['es', 'en', 'pt']"
1301,Galium muricatum,['en']
1302,Galium noricum,['en']
1303,Galium nuttallii,"['es', 'en']"
1304,Galium obliquum,"['en', 'fr']"
1305,Galium obovatum,['es']
1306,Galium obtusum,['en']
1307,Galium odoratum,"['es', 'en', 'fr', 'it']"
1308,Galium oelandicum,['en']
1309,Galium olivetorum,['fr']
1310,Galium oreganum,['en']
1311,Galium orizabense,['en']
1312,Galium palustre,"['es', 'en', 'fr', 'pt']"
1313,Galium papillosum,['pt']
1314,Galium papillosum subsp. helodes,['pt']
1315,Galium parishii,['en']
1316,Galium parisiense,"['es', 'en', 'fr', 'pt']"
1317,Galium paschale,['en']
1318,Galium perralderii,['en']
1319,Galium pilosum,['en']
1320,Galium × pomeranicum,['en']
1321,Galium porrigens,['en']
1322,Galium procurrens,['en']
1323,Galium productum,['pt']
1324,Galium proliferum,['en']
1325,Galium propinquum,['en']
1326,Galium pseudohelveticum,['fr']
1327,Galium pumilum,"['es', 'en']"
1328,Galium pusillum,['es']
1329,Galium rotundifolium,"['es', 'en', 'fr', 'pt']"
1330,Galium rubioides,"['es', 'en']"
1331,Galium rubrum,"['es', 'en']"
1332,Galium ruwenzoriense,['en']
1333,Galium rzedowskii,['es']
1334,Galium saxatile,"['es', 'en', 'fr', 'pt']"
1335,Galium saxatile var. saxatile,['pt']
1336,Galium saxatile var. vivianum,['pt']
1337,Galium scabrum,"['es', 'pt']"
1338,Galium serpenticum,['en']
1339,Galium sparsiflorum,['en']
1340,Galium spurium,"['es', 'en']"
1341,Galium stebbinsii,['en']
1342,Galium stellatum,['en']
1343,Galium stenophyllum,['es']
1344,Galium sterneri,['en']
1345,Galium suecicum,['en']
1346,Galium suffruticosum,['es']
1347,Galium sylvaticum,"['es', 'en', 'fr']"
1348,Galium talaveranum,['pt']
1349,Galium texense,['en']
1350,Galium tinctorium,"['es', 'en']"
1351,Galium trichocarpum,['es']
1352,Galium tricornutum,"['es', 'en', 'pt']"
1353,Galium trifidum,"['es', 'en']"
1354,Galium triflorum,"['es', 'en']"
1355,Galium tunetanum,['en']
1356,Galium uliginosum,"['es', 'en', 'fr']"
1357,Galium uncinulatum,['en']
1358,Galium uniflorum,"['es', 'en']"
1359,Galium verrucosum,"['en', 'pt']"
1360,Galium verum,"['es', 'en', 'fr', 'it', 'pt']"
1361,Galium verum subsp. verum,['pt']
1362,Galium virgatum,['en']
1363,Galium viscosum,['pt']
1364,Galium wrightii,['en']
1365,Galium xeroticum,['en']
1366,Gardenia actinocarpa,['en']
1367,Gardenia anapetes,"['en', 'fr']"
1368,Gardenia angkorensis,['en']
1369,Gardenia barnesii,['en']
1370,Gardenia brighamii,"['es', 'en']"
1371,Gardenia candida,"['en', 'fr']"
1372,Gardenia cornuta,['en']
1373,Gardenia dacryoides,['en']
1374,Gardenia elata,['en']
1375,Gardenia erubescens,"['en', 'fr']"
1376,Gardenia ewartii,['en']
1377,Gardenia faucicola,['en']
1378,Gardenia fucata,['en']
1379,Gardenia gardneri,['en']
1380,Gardenia gordonii,"['en', 'fr']"
1381,Gardenia grievei,"['en', 'fr']"
1382,Gardenia gummifera,['en']
1383,Gardenia hillii,"['en', 'fr']"
1384,Gardenia hutchinsoniana,"['en', 'fr']"
1385,Gardenia imperialis,['en']
1386,Gardenia jabiluka,['en']
1387,Gardenia jasminoides,"['es', 'en', 'it', 'pt']"
1388,Gardenia kakaduensis,['en']
1389,Gardenia latifolia,['en']
1390,Gardenia mannii,['en']
1391,Gardenia megasperma,['en']
1392,Gardenia mutabilis,['en']
1393,Gardenia nitida,['fr']
1394,Gardenia ornata,['en']
1395,Gardenia ovularis,['en']
1396,Gardenia psidioides,['en']
1397,Gardenia pyriformis,['en']
1398,Gardenia remyi,['en']
1399,Gardenia resinosa,['en']
1400,Gardenia scabrella,['en']
1401,Gardenia sericea,['en']
1402,Gardenia storckii,"['en', 'fr']"
1403,Gardenia taitensis,"['en', 'fr']"
1404,Gardenia thunbergia,"['es', 'en']"
1405,Gardenia transvenulosa,['en']
1406,Gardenia tubifera,['en']
1407,Gardenia urvillei,['fr']
1408,Gardenia vilhelmii,['en']
1409,Gardenia vitiensis,['fr']
1410,Gardenia volkensii,"['en', 'fr']"
1411,Gardenia vulcanica,['en']
1412,Genipa americana,"['es', 'en', 'fr', 'pt']"
1413,Gillespiea speciosa,['pt']
1414,Glionnetia sericea,"['es', 'en']"
1415,Globulostylis cuvieroides,['fr']
1416,Globulostylis dewildeana,['fr']
1417,Globulostylis leniochlamys,['fr']
